"SITEVISITID","SITE","OBS_YEAR","DATE_","MISSIONID","ANALYSIS_YEAR","ANALYSIS_SCHEME","SEC_NAME","EXCLUDE_FLAG","TRANSECT_PHOTOS","Oceanography","METHOD","REGION","ISLAND","PERM_SITE","CLIMATE_STATION_YN","LATITUDE","LONGITUDE","REEF_ZONE","DEPTH_BIN","ACAS","ACBR","ACPH","ACTA","AMSP","ASPP","ASSP","AVSP","CAUL","CHLS","COSP","CYPS","DICO","DICT","ECHL","ECHP","FASP","FAVS","GALI","GALS","GASP","GOAL","GONS","HALI","HYSP","ISSP","LEPT","LESP","LOBO","LOSY","MICR","MOEN","MONE","NEOM","PADI","PAVS","PESP","PLLE","POCS","POMA","PONM","PSSP","STYS","TURS","AMNE","ANTI","ASTS","BGMA","BI","BR","BRMA","BRY","CCAH","CCAR","CMOR","COL","DISP","EMA","ENC","EUSP","FINE","FOL","FREE","FUSP","GC","GRMA","HARD","HCOE","HYCO","LOBS","LPHY","MASS","MESP","MISP","MOBR","MOFO","MONS","OCTO","OUSP","PACS","PAEN","PAFO","PAMA","PHSP","PLER","PLSP","POBR","POEN","POFO","RDMA","RUB","SAND","SG","SP","SYSP","TUN","TURFH","TURFR","UI","UPMA","USC","ZO","HAL","NS","TAB","N","new.N"
3974,"GUA-00146",2011,"6/16/2011","SHORE3","2011","MARI2011","GUA_EAST_OPEN",0,"-1",0,"CPCE","MARIAN","Guam",0,0,13.64669826,144.8848585,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58730158730159,0,0,0,0,0.793650793650794,0,0,0,0,1.58730158730159,0.396825396825397,0,0,0,0,0,0,0,0,0,0,0,0,12.6984126984127,0,0,0,0,0,2.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.6031746031746,0,0,0,0,0.396825396825397,5.55555555555556,0,0,260,252
3975,"GUA-00306",2011,"6/16/2011","SHORE3","2011","MARI2011","GUA_EAST_OPEN",0,"-1",0,"CPCE","MARIAN","Guam",0,0,13.65253466,144.875712,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36700336700337,0,0,0,0,4.04040404040404,0,0,0,0,0,0,0,0,0.336700336700337,0,0,0,0,0.336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8383838383838,1.01010101010101,0,7.07070707070707,0,0,0,0,0,300,297
3976,"GUA-00647",2011,"6/16/2011","SHORE3","2011","MARI2011","GUA_EAST_OPEN",0,"-1",0,"CPCE","MARIAN","Guam",0,0,13.62653945,144.8982583,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74216027874564,0,2.4390243902439,0,0,14.2857142857143,0,0,0.348432055749129,0,1.74216027874564,25.4355400696864,0,0,0,0,0,0,0,0.348432055749129,0,0,0,0,9.05923344947735,0,0,0,0,0,1.39372822299652,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74216027874564,0,0,0,0,27.5261324041812,0,0,3.83275261324042,0,0,10.1045296167247,0,0,300,287
3977,"GUA-00122",2011,"6/16/2011","SHORE3","2011","MARI2011","GUA_EAST_OPEN",0,"-1",0,"CPCE","MARIAN","Guam",0,0,13.62883483,144.8980459,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68350168350168,0,0,0,0,4.37710437710438,1.01010101010101,0,0,0,0,0,0,0,1.34680134680135,0,0,0,0,2.02020202020202,0,0,0,0,0,0.336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7946127946128,0,0,0,0,67.3400673400673,0.336700336700337,0,5.05050505050505,0,0,3.7037037037037,0,0,300,297
3978,"GUA-00583",2011,"6/16/2011","SHORE3","2011","MARI2011","GUA_EAST_OPEN",0,"-1",0,"CPCE","MARIAN","Guam",0,0,13.64085356,144.8857696,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873362445414847,0,0,3.93013100436681,0,0,0,0,0,8.29694323144105,0,0,0,0,0,0,0,0,0,0,0,0,12.6637554585153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1921397379913,0,0,10.0436681222707,0,0,0,0,0,230,229
3979,"GUA-00630",2011,"6/16/2011","SHORE3","2011","MARI2011","GUA_EAST_OPEN",0,"-1",0,"CPCE","MARIAN","Guam",0,0,13.65039468,144.8760985,"Forereef","Shallow",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348432055749129,0,0.348432055749129,0,0,4.18118466898955,0,0,0,0,0.696864111498258,16.7247386759582,0,0,0,0,0,0,0,0.348432055749129,0,0,0,0,5.92334494773519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74216027874564,0,0,0,0,62.7177700348432,0,0,6.62020905923345,0,0,0.348432055749129,0,0,290,287
4187,"JOH-00279",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.691956,-169.41222,"Protected Slope","Deep",0,0,0,0,0,0,0,0,0.671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335570469798658,0,0,0,0,0,0,0,0,0,0,0,0,0.671140939597315,0,0,1.34228187919463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00671140939597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671140939597315,0,0,0,0,0,0,0,0,0,0,0,0,0,0.671140939597315,0,0,0,26.510067114094,0,0,0,0,65.7718120805369,2.3489932885906,0,0,0,0,0,0,0,300,298
4188,"JOH-00263",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.69143364,-169.43220394,"Protected Slope","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983050847458,0,0,0,0,0.677966101694915,0,0.677966101694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35593220338983,0,0,0,0,0,0,0,0,0.338983050847458,0,0,0,0,0,0,5.76271186440678,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677966101694915,0,0,0,0,0,0,0,0,89.8305084745763,0,0,0.338983050847458,0,0,0,0,0,300,295
4189,"JOH-00299",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.7214142,-169.53862896,"Lagoon","Shallow",0,0,0,0,0,0,0,0,37.0044052863436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40528634361234,0,0,0,0,0,0,1.3215859030837,0,0,0,0,0,0,0,0,0.440528634361234,0,0,0.440528634361234,0,0,0,0,0,0,0,0.881057268722467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440528634361234,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3215859030837,0,0,0,0,53.7444933920705,0,0,0,0,0,0,0,0,250,227
4190,"JOH-00221",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.71641573,-169.56078099,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09278350515464,0,0,0,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,6.52920962199313,0.343642611683849,0,0,0,3.09278350515464,0,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,0,0,0,0,80.7560137457045,5.15463917525773,0,0,0,0,0,0,0,300,291
4191,"JOH-00215",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.74110807,-169.54634652,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75862068965517,0,0,0,0,5.86206896551724,0,0,0,0,0,0,0,0,1.03448275862069,0,0,0,0,0,0,1.72413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72413793103448,0,0,0,0,81.7241379310345,1.37931034482759,0,0.344827586206897,0,0,0,0,0,300,290
4192,"JOH-00245",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.73962774,-169.52789552,"Lagoon","Mid",0,2.67558528428094,0,0.334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334448160535117,0,0,0,0,0,16.0535117056856,0,0,0,0,0.334448160535117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67224080267559,0.334448160535117,0,0,0,4.0133779264214,1.33779264214047,0,0,0,0,0,0,0,0.334448160535117,0,0,0,0,0,0,0,2.67558528428094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36454849498328,0,0,0,0,56.5217391304348,4.0133779264214,0,0,0,0,0,0,0,300,299
4193,"JOH-00233",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.73567785,-169.5369437,"Lagoon","Shallow",0,2.7972027972028,0,5.59440559440559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5874125874126,0,0,0,0,0,0,0,0.34965034965035,0,0,0,0,0,0,0,0,0,0.699300699300699,0,0,0.34965034965035,0,0,0,0,0,0.34965034965035,0,0,0,0,0,0,0,0.699300699300699,0,0,0,0,0,0,0,2.7972027972028,3.14685314685315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44055944055944,0,0,0,0,59.0909090909091,2.0979020979021,0,0,0,0,0,0,0,300,286
4194,"JOH-00205",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.7085686,-169.55938423,"Forereef","Shallow",0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71232876712329,0,0,0,0,1.02739726027397,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,22.6027397260274,0.342465753424658,0,0,0,1.71232876712329,0.342465753424658,0,0,0,0,0,0,0,4.45205479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,1.71232876712329,3.08219178082192,0,0,0,0,59.5890410958904,2.3972602739726,0,0,0,0,0,0,0,300,292
4195,"JOH-00009",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CPCE","PRIAs","Johnston",-1,0,16.7286,-169.48565,"Lagoon","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01651842439644,0,0,25.6670902160102,0,0,0,0,3.30368487928844,12.4523506988564,0,0.381194409148666,0,0,0,0,0,0,0,0,0,0,0.381194409148666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4002541296061,0.127064803049555,0,0.762388818297332,0,0,0.381194409148666,0.127064803049555,0,960,787
4196,"JOH-00015",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",-1,0,16.78352452,-169.49016069,"Forereef","Mid",0,0.32051282051282,0,2.56410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32051282051282,0,0,0,0,0,0,0,8.01282051282051,0,0,0,0,5.44871794871795,0,0.961538461538462,0.32051282051282,0,0,0,0,0,0,0,0.32051282051282,0,0.32051282051282,0,0,2.24358974358974,0,0,0,0,3.2051282051282,0.641025641025641,0,0,0,0,0,0,0,0.961538461538462,0,0,0,0,0,0,0.641025641025641,0,1.28205128205128,0,0,0,0,0,0,0,0,0,0,0,0.32051282051282,0,0,0,0.32051282051282,0,0,0,0,71.1538461538462,0.641025641025641,0,0,0,0,0,0,0,320,312
4197,"JOH-00007",2012,"3/2/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",-1,0,16.71155993,-169.47968993,"Protected Slope","Mid",0,1.93548387096774,0,1.29032258064516,0,0,0.32258064516129,0,20.9677419354839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32258064516129,0,0,0,0,0,0,0,3.54838709677419,0,0,0,0,1.93548387096774,0,0,0.645161290322581,0,0,0,0,0,0,0,0,0,0,0,0,11.6129032258065,0,0,0,0,8.70967741935484,1.93548387096774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32258064516129,0,0,0,16.7741935483871,0,0,0,0,29.0322580645161,0.32258064516129,0,0.32258064516129,0,0,0,0,0,320,310
4200,"JOH-00213",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.76880187,-169.42361349,"Protected Slope","Mid",0,0,0,6.15942028985507,0,0,0.36231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72463768115942,0,0,0,0,0,0,0,0,0,0,0,0,2.17391304347826,0,0,0.36231884057971,0,0.36231884057971,0,0,0,0,0,0,0,0,0,0,18.4782608695652,0.36231884057971,0,0,0,3.26086956521739,0.36231884057971,0,0,0,0,0,0,0,0.36231884057971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.07246376811594,0,0,0,0,58.3333333333333,3.26086956521739,0,0.36231884057971,0,0,0,0,0,290,276
4201,"JOH-00239",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.76373384,-169.42695678,"Protected Slope","Mid",0,0.696864111498258,0,0.696864111498258,0,0,0,0,0,0,0,0,0,1.04529616724739,0,0,0,0,0,0,0,0,0,0.696864111498258,0,0,0,0,3.13588850174216,0,0,0,0,0,0,0,10.1045296167247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9616724738676,0,0,0,0,14.6341463414634,0,0,0,0,0,0,0,0,1.74216027874564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.588850174216,0.696864111498258,0,0,0,0,0,0,0,300,287
4203,"JOH-00010",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CPCE","PRIAs","Johnston",-1,0,16.76325,-169.51203,"Lagoon","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1668597914253,0,0,0.115874855156431,0,0,0,0,2.20162224797219,12.3986095017381,0,3.47624565469293,0,0,0,0,0,0,0,0,0,0,7.18424101969873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347624565469293,0,0,0,0,60.0231749710313,1.96987253765933,0,0.115874855156431,0,0,0,0,0,960,863
4204,"JOH-00002",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",-1,0,16.74993429,-169.51148568,"Lagoon","Mid",0,5.07936507936508,0,0.317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7936507936508,0,0,0,0,3.80952380952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.047619047619,0,0,0,0,3.80952380952381,1.26984126984127,0,0,0.317460317460317,0,0,0,0,0,0,0,0,0,0,0,0,1.26984126984127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4285714285714,0,0,0,0,40.9523809523809,1.9047619047619,0,0,0,0,0,0,0,320,315
4205,"JOH-00014",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",-1,0,16.77005229,-169.51915227,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8957345971564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3696682464455,0,0,0,0,1.4218009478673,0.947867298578199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3649289099526,0,0,0,0,0,0,0,0,220,211
4206,"JOH-00227",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.77577813,-169.50343662,"Forereef","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06896551724138,0,0,0,0,2.75862068965517,0,0,0,0,0,0,0,0,0.689655172413793,0,0,0,0,0,0,2.41379310344828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344827586206897,0,0,0,0,0,88.2758620689655,1.37931034482759,0,0.344827586206897,0,0,0,0,0,300,290
4207,"JOH-00219",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.77441197,-169.50521719,"Forereef","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.680272108843537,0,0,0,0,3.06122448979592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340136054421769,0.340136054421769,0,0,0,0,92.5170068027211,1.02040816326531,0,0,0,0,0,0,0,300,294
4208,"JOH-00235",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.76967024,-169.50421899,"Backreef","Shallow",0,7.55395683453237,0,17.9856115107914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15827338129496,0,0,4.67625899280576,0,0,0,0,1.79856115107914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8201438848921,0,0,0,0,5.39568345323741,0,0,0,0,0,0,0,0,2.15827338129496,0,0,0,0,0,0,0,0,0.359712230215827,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07913669064748,0,0,0,0,0,0,32.0143884892086,0,0,0,0,0,0,0,0,300,278
4209,"JOH-00295",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.75966082,-169.49514524,"Lagoon","Shallow",0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13698630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0.342465753424658,0,0,5.47945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36986301369863,1.02739726027397,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,27.0547945205479,0,0,0,0.342465753424658,56.5068493150685,0.684931506849315,0,0,0,0,0,0,0,300,292
4210,"JOH-00209",2012,"3/3/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.76520335,-169.52416364,"Forereef","Shallow",0,0.687285223367698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,0.343642611683849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78006872852234,0,0,0,0,3.43642611683849,0.687285223367698,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,0,0,2.40549828178694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343642611683849,0,0,0,0,87.2852233676976,0.343642611683849,0,0,0,0,0,0,0,300,291
4211,"JOH-00011",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CPCE","PRIAs","Johnston",-1,0,16.72188,-169.52398,"Lagoon","Mid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882028665931643,0,0,6.72546857772878,0,0,0,0,0,5.51267916207277,0,1.10253583241455,0,0,0,0,0,0,0,0,0,0,5.29217199558986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6394707828004,0,0,0,0,0,0,0,19.845644983462,960,907
4212,"JOH-00229",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.67094734,-169.56568591,"Protected Slope","Deep",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04081632653061,0,0,0.340136054421769,0,0,0,0,0,0,0.340136054421769,0,0,5.10204081632653,0,0.340136054421769,0,0,0,0,0,0,0,0,0.680272108843537,0,0,0,0,3.40136054421769,0,0,0,0,5.10204081632653,1.02040816326531,0,0,0,0,0,0,0,0.340136054421769,0,0,0,0,0,0,3.06122448979592,0,0,0,0.340136054421769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8707482993197,0.340136054421769,0,0.680272108843537,0,0,0,0,0,300,294
4213,"JOH-00237",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.69761018,-169.55796224,"Protected Slope","Mid",0,0.677966101694915,0,0.338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983050847458,0,0,0,0,5.76271186440678,0,0.338983050847458,0.338983050847458,0,0,0,0,0,0,0,0,0,0,0,0,41.6949152542373,1.01694915254237,0,0,0,7.79661016949153,0,0,0,0,0,0,0,0,1.01694915254237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338983050847458,0,0,0,0,0,0,0,0,38.9830508474576,1.35593220338983,0,0,0,0,0,0,0,300,295
4214,"JOH-00234",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.73444529,-169.54688279,"Backreef","Shallow",0,2.06896551724138,0,23.7931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37931034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75862068965517,0,0,0,0,0.689655172413793,0,0,0,0,0,0,0,0,1.03448275862069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.2758620689655,0,0,0,0,0,0,0,0,300,290
4215,"JOH-00249",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.71606235,-169.54281002,"Lagoon","Mid",0,0,0,16.1616161616162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.42760942760943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69360269360269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4983164983165,0,0,0,0,54.8821548821549,0,0,0,0,0,0,0,0,300,297
4216,"JOH-00280",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.68643945,-169.48047783,"Protected Slope","Mid",0,0,0,7.2992700729927,0,0,0,0,0,0,0,0.364963503649635,0,0,0,0,0,0,0,0,0,0,0,10.2189781021898,0,0,0,0,0,0,0,0.364963503649635,0,0,0,0,14.963503649635,0,0.364963503649635,2.91970802919708,0,0,0,0,0,0,0,0,0,0,0,0,41.970802919708,0.364963503649635,0,0,0,4.74452554744525,0,0,0,0,0,0,0,0.364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6934306569343,0,0,0,0,0,0,0,0,300,274
4217,"JOH-00267",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.69539317,-169.50413533,"Protected Slope","Mid",0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,10.6164383561644,0,0,0,0,0,0,0,0,0,0,0.342465753424658,0,0,0,0,18.1506849315068,0,0,0,0,8.21917808219178,0,0,0,0,0,0,0,0,1.36986301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02739726027397,0,0,0,0,58.5616438356164,0,0,0,0,0,0,0,0,300,292
4218,"JOH-00259",2012,"3/4/2012","HA1201","2012","RAMP_BASIC","Johnston",0,"-1",0,"CNET","PRIAs","Johnston",0,0,16.73165428,-169.48182665,"Lagoon","Mid",0,0,0,0,0,0,0,0,1.68350168350168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35690235690236,0,0,0,0,0.336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0.336700336700337,0,0,3.7037037037037,0,0,0,0,1.01010101010101,0,0,0,0,0,0,0,0,0.336700336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.5252525252525,0,0,0,0,37.037037037037,0.673400673400673,0,0,0,0,0,0,0,300,297
