,SITEVISITID,METHOD,OBS_YEAR,REGION,REGION_NAME,ISLAND,ANALYSIS_SEC,ANALYSIS_YEAR,ANALYSIS_STRATA,SEC_NAME,SITE,DATE_,REEF_ZONE,DEPTH_BIN,LATITUDE,LONGITUDE,DEPTH,HARD_CORAL,MA,CCA,SAND,OTHER_BENTHIC,ComplexityValue,MEAN_SH,SD_SH_DIFF,MAX_HEIGHT,nCounts,nReps,Fish Benthic Piscivores,Fish Browsers,Fish Coralivores,Fish Parrotfish,Fish Grazer/Detritivores,Fish Invertivores,Fish Small Planktivores,Fish Roving Piscivores,Large Planktivores,NONE,Ray,Shallow Prey,Sharks,Target BC,TotFish
291,5146,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00298,9/5/12,Forereef,Shallow,20.63993926,-156.4493465,3.35,70,2.5,3.5,5.5,18.5,NA,0.77375,0.39685335,1.75,2,1,1.417349226,0,0.121628147,3.874587767,2.496901569,1.278493638,1.813526841,0,1.506790497,0,0,0,0,0.204600587,12.71387827
292,5147,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_KIHEI,2010-12,ForereefShallow,MAI_KIHEI,MAI-00297,9/5/12,Forereef,Shallow,20.62447859,-156.4433629,4.35,25,0.5,7.5,1.5,65.5,NA,0.58125,0.440286675,1.6,2,1,0,0,0.893509038,0,7.689249512,1.175252281,1.302668355,0,0,0,0,0,0,0.531238664,11.59191785
293,5148,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_KIHEI,2010-12,ForereefDeep,MAI_KIHEI,MAI-00362,9/5/12,Forereef,Deep,20.71582641,-156.4580537,20.7,65,0,10,2.5,22.5,NA,0.3925,0.164044947,0.65,2,1,0.826557234,0.224676018,1.154425552,2.28695087,4.602982256,0.800027882,0.580250034,0,0,0,0,0,0,0.176557436,10.65242728
294,5149,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00290,9/5/12,Forereef,Mid,20.70393987,-156.4506148,11.6,60,0,7.5,22.5,10,NA,0.845,0.537785899,2.25,2,1,0.410415207,0.455069168,1.91944747,10.01937489,6.039117421,1.477941758,0.00365079,0,0,0,0,0,0,1.426251147,21.75126785
295,5150,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_KIHEI,2010-12,ForereefMid,MAI_KIHEI,MAI-00293,9/5/12,Forereef,Mid,20.71804267,-156.4550511,14.4,65,0,1,4,30,NA,0.5675,0.373293075,1.1,2,1,1.383202623,0.224649482,0.760872073,2.727231614,5.127269387,1.530711891,0.014828804,0,0,0,0,0,0,1.465779629,13.2345455
296,5151,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00349,9/6/12,Forereef,Shallow,21.18616693,-157.2502475,4.95,1,39.5,5.5,10,44,NA,0.15125,0.141305299,0.8,2,1,0.158648495,0,0,0.012073148,2.672713762,4.060699563,0.112854975,0,0,0,0,0,0,0.057749053,7.074738996
297,5152,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00344,9/6/12,Forereef,Mid,21.18242575,-157.2549909,11.45,3.5,70,0.5,3.5,22.5,NA,0.11875,0.064743118,0.3,2,1,0,0,0.035874793,0.274036035,0.064486558,4.09877738,0.086778234,0,0,0,0,0,0,0.024035036,4.583988036
298,5153,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00348,9/6/12,Forereef,Shallow,21.17287751,-157.2568479,4.45,2.5,23.5,0.5,9,64.5,NA,0.315,0.319105848,1.125,2,1,0,0.836089685,0.028145561,0.059378226,3.720684035,4.603666034,0.850471008,0,0,0,0,0,0,4.04569244,14.14412699
299,5154,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00337,9/6/12,Forereef,Deep,21.16783529,-157.2817954,24.7,5.5,55,1,3.5,35,NA,0.115,0.055,0.5,2,1,0,0,0.070732883,0,0.088845135,5.68793476,0.370852436,0.154760225,0.010059314,0,0,0,0,0.416191435,6.799376188
300,5155,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00392,9/6/12,Forereef,Shallow,21.17639632,-157.2535399,3.4,0,6.5,1,22.5,70,NA,0.50125,0.360800672,1.25,2,1,0.380274211,0.016201802,0,0,0.840462961,0.81032165,0.235524088,0,0,0,0,0,0,0.386456362,2.669241074
301,5156,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00346,9/6/12,Forereef,Mid,21.19357997,-157.2550131,12.35,3.5,40,2,9,45.5,NA,0.23,0.16706186,0.875,2,1,0,0,0.006681548,0.047377217,0,2.929591773,0.011314855,0.009478469,0,0,0,0,0,0,3.004443863
302,5157,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00345,9/6/12,Forereef,Mid,21.17985947,-157.2539248,7.4,3.5,11.5,10,15,60,NA,0.20375,0.1330192,0.5,2,1,0,0,0,0.031876651,0.026691708,1.390460949,0,0,0,0,0,0,0,0,1.449029308
303,5158,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00342,9/6/12,Forereef,Mid,21.15869541,-157.282993,14.4,3.5,51.5,0,7.5,37.5,NA,0.809,0.726339976,2,2,1,0,0.084343389,0.084204059,0.43189495,3.701462411,8.918151081,0.357619215,0,0,0,0,0,0,0.354677742,13.93235285
304,5159,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00347,9/6/12,Forereef,Shallow,21.11505202,-157.3029655,3.7,7.5,20,4.5,2.5,65.5,NA,0.51125,0.222238446,1.1,2,1,0.734847163,0,0.005282599,1.941480032,5.804572187,2.14689221,0.29272626,0,0,0,0,0,0,2.214162311,13.13996276
305,5160,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00335,9/6/12,Forereef,Deep,21.13264672,-157.3101006,28.85,7,6.5,4,7.5,75,NA,0.33,0.171327143,0.7,2,1,0,0,0.038896235,0,17.93006398,9.642322762,1.263905589,0,8.312460443,0,0,0,0,3.569365806,40.75701481
306,5161,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00394,9/6/12,Forereef,Shallow,21.1426439,-157.2920089,3.2,8,0,12.5,1,78.5,NA,0.9225,0.437702817,2.15,2,1,2.778859212,6.834822986,0.150674167,10.3921087,5.80244162,2.153544989,3.219855812,0,0.337182382,0,0,0,0,2.095459953,33.76494982
307,5162,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00343,9/6/12,Forereef,Mid,21.21354592,-157.2599227,15.2,8.5,62.5,0,17.5,11.5,NA,0.2725,0.23856365,0.75,2,1,3.295795905,0,0.383356011,0.012073148,2.913967425,3.539959366,0.347437971,0,0,0,0,0,0,0.396736915,10.88932674
308,5163,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00339,9/6/12,Forereef,Deep,21.16681672,-157.2798926,21.05,4.5,25,1.5,7.5,61.5,NA,0.275,0.203511445,0.9,2,1,0,14.02520292,0.265267851,18.41265194,17.44795625,8.311442519,2.019007697,0,9.303971194,0,0,0,0,3.053542072,72.83904244
309,5164,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefMid,MOL_WEST,MOL-00341,9/6/12,Forereef,Mid,21.14505521,-157.2923449,11.8,3,27.5,0.5,10,59,NA,0.125,0.075,0.45,2,1,0,0,0,0,4.509609982,2.800185167,0,0,0,0,0,0,0,0,7.309795149
310,5165,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00336,9/6/12,Forereef,Deep,21.14830051,-157.2999522,28.9,1,31.5,1,9.5,57,NA,0.13125,0.077243118,0.4,2,1,0,0,0.045711267,0,0.108979655,3.349948187,0.136724767,0,0,0,0,0,0,0.218791124,3.860155001
311,5166,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00340,9/6/12,Forereef,Deep,21.13831104,-157.3089883,29.25,1,5,0.5,27.5,66,NA,0.15125,0.127741875,0.525,2,1,0.016859037,0,0,0,0.003575982,3.421854304,0.00320066,0,0,0,0,0,0,0.906827234,4.352317219
312,5167,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefDeep,MOL_WEST,MOL-00338,9/6/12,Forereef,Deep,21.12725456,-157.3078998,22.8,3,40,0.5,7,49.5,NA,0.14375,0.084525315,0.4,2,1,0.020434615,16.74801766,0.009392578,24.96103451,15.18288917,3.564605288,0.05966193,4.896590633,2.408798666,0,0,0,0,2.173154795,70.02457985
313,5168,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_WEST,2010-12,ForereefShallow,MOL_WEST,MOL-00393,9/6/12,Forereef,Shallow,21.10672074,-157.3077419,3.05,1.5,14,1.5,2.5,80.5,NA,0.2605,0.150136302,0.9,2,1,0,0.035221331,0.024058303,0.037248178,0.689360684,0.823991331,0.004393672,0,0,0,0,0,0,1.067982917,2.682256414
314,5170,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00225,9/7/12,Forereef,Mid,21.16696642,-156.8543447,11.5,4.5,6.5,4,5,80,NA,0.74,0.578049216,2.9,2,1,0,0.441911287,0.019707328,0,1.763744761,1.837266543,0.216919889,0,0,0,0,0,0,7.026464612,11.30601442
315,5171,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00179,9/7/12,Forereef,Mid,21.17483829,-156.8092223,10,3.5,6.5,5,7.5,77.5,NA,1.3375,0.90157888,4,2,1,0,2.579425483,0.088559537,0,1.91934537,3.701800415,0.020818616,0,0,0,0,0,0,10.75462164,19.06457106
316,5172,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00170,9/7/12,Forereef,Deep,21.18048425,-156.8019791,22.3,22.5,7.5,2.5,0,67.5,NA,0.7475,0.548944711,2.25,2,1,9.765182283,4.993974848,0.345262397,14.76151366,22.92329693,34.89227483,8.091157554,6.874087045,30.68684585,0,0,0,0,34.53073563,167.864331
317,5173,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefShallow,MOL_PALI,MOL-00226,9/7/12,Forereef,Shallow,21.16588541,-156.8739282,4.75,17.5,0,15,2.5,65,NA,1.1725,0.685066041,2.75,2,1,0.268511776,0.784788731,0.094691017,0,2.630871592,1.517147584,2.210458494,0.729806797,0,0,0,0,0,13.40368301,21.639959
318,5174,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00176,9/7/12,Forereef,Mid,21.16954386,-156.8449286,10.65,1.5,19.5,0,52.5,26.5,NA,0.42625,0.433940235,1.6,2,1,0,0,0.038438991,0,0.30592161,0.382054552,0.114511276,0,0,0,0,0,0,8.988871452,9.829797881
319,5175,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefShallow,MOL_PALI,MOL-00227,9/7/12,Forereef,Shallow,21.17580506,-156.7534401,5.5,6,0,14,2.5,77.5,NA,1.17375,0.519668348,2.5,2,1,0.389416406,176.7812119,0.07697368,5.278796027,3.68049514,5.758289227,0.165488885,0,0.656207141,0,0,0,0,2.969422731,195.7563011
320,5176,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00216,9/7/12,Forereef,Deep,21.17841694,-156.8069219,21.1,5,27.5,3.5,27.5,36.5,NA,0.5945,0.393002911,1.7,2,1,0,0,0.002802395,19.19408055,3.455895642,3.398352337,0.403125044,0,0,0,0,0,0,10.37222618,36.82648215
321,5177,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00219,9/7/12,Forereef,Deep,21.167987,-156.8759834,18.75,2.5,3,0.5,2.5,91.5,NA,0.2525,0.281888299,1.3,2,1,0.361369477,0,0.002802395,0.05652322,3.183504934,1.496807422,0.46893835,0,0,0,0,0,0,18.12343383,23.69337963
322,5178,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefShallow,MOL_PALI,MOL-00183,9/7/12,Forereef,Shallow,21.16966112,-156.7352138,4.45,11,0,26.5,0,62.5,NA,1.10875,0.486047216,2.5,2,1,0,24.32577764,0.939267595,13.73133636,6.645165171,4.378401942,2.190992898,0.928403835,0.215540781,0,0,0,0,5.201036307,58.55592253
323,5179,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00180,9/7/12,Forereef,Mid,21.16858103,-156.9073026,13.5,4,11,6,2.5,76.5,NA,0.8075,0.519885912,2.4,2,1,1.150476671,26.59023634,0.475521336,18.60529066,17.25911015,5.408241192,7.409522951,0,7.96986464,0,0,0,0,27.90776671,112.7760307
324,5180,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00171,9/7/12,Forereef,Deep,21.16375909,-156.7278998,27.1,1.5,4.5,0,32.5,61.5,NA,0.1225,0.098075226,0.525,2,1,0,0.005914783,0.019448118,0,2.671236898,4.010340369,0.499734772,0,0.005569112,0,0,0,0,0.212324473,7.424568525
325,5182,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00178,9/7/12,Forereef,Mid,21.17599499,-156.8209477,16.85,4,12.5,3,10,70.5,NA,0.81125,0.583518892,2.35,2,1,6.121024115,0.864545885,0.902233394,6.496864762,10.63819057,3.878314954,6.547703818,1.454311185,0.584742579,0,0,0,0,19.81322255,57.30115381
326,5183,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00172,9/7/12,Forereef,Deep,21.16536213,-156.9020813,20.9,0.5,20,0,10,69.5,NA,0.3975,0.239986595,1.15,2,1,0,0,0.031505418,0.005579456,1.625622877,1.493950924,0.597531673,0,0,0,0,0,0,1.63413797,5.388328318
327,5184,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefDeep,MOL_PALI,MOL-00218,9/7/12,Forereef,Deep,21.17104816,-156.9132464,23.65,1,19,1,6.5,72.5,NA,1.2725,0.939237049,3.75,2,1,5.852003433,9.197252985,0.01179809,20.80197029,9.177744366,3.676876259,0.872469877,4.054020175,0.757987463,0,0,0,0,5.862820661,60.2649436
328,5185,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_PALI,2010-12,ForereefMid,MOL_PALI,MOL-00177,9/7/12,Forereef,Mid,21.1887737,-156.9479494,14.5,5,2.5,2.5,2.5,87.5,NA,0.66375,0.333418915,2,2,1,1.783866848,59.29698023,0.34066617,4.896286611,18.96284301,19.16743675,0.45307013,10.64583758,2.2480151,0,0,0,0,2.648306294,120.4433087
329,5186,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefShallow,MAI_NE,MAI-00283,9/8/12,Forereef,Shallow,20.79850123,-156.0159867,4.8,1.5,2.5,9,0,87,NA,0.97825,0.430374225,4,2,1,0,29.99878963,0.866159609,18.99708713,5.883574259,3.596956652,0.172255218,1.587193679,0,0,0,0,0,1.287043345,62.38905952
330,5187,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefDeep,MAI_NE,MAI-00275,9/8/12,Forereef,Deep,20.83184419,-156.0968887,26.2,6.5,8.5,5,12.5,67.5,NA,0.5675,0.630037785,2.5,2,1,0,0,0.042171405,0,7.955279429,2.700837855,0.060031463,0,0,0,0,0,0,5.864411068,16.62273122
331,5189,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefMid,MAI_NE,MAI-00279,9/8/12,Forereef,Mid,20.88338024,-156.1836375,7.15,4.5,3.5,7.5,0,84.5,NA,1.0325,0.48122977,2.25,2,1,0,48.93168392,0.306930139,5.259752559,34.60661582,3.731689879,1.557328895,0,0.35916797,0,0,0,0,3.999682416,98.7528516
332,5190,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefDeep,MAI_NE,MAI-00273,9/8/12,Forereef,Deep,20.81259079,-156.0564945,23,3.5,2.5,1,5.5,87.5,NA,0.66375,0.533373826,2.25,2,1,0.083916258,0,0.043044298,0,11.22159651,3.013140541,0.069842577,0,0,0,0,0,0,4.945608583,19.37714876
333,5191,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefShallow,MAI_NE,MAI-00358,9/8/12,Forereef,Shallow,20.83168954,-156.1151772,4.85,4.5,0,4,3,88.5,NA,0.89,0.613787189,2.35,2,1,0.555684204,0.888009939,0.387848253,0,7.85837706,1.848787843,0.246006857,0,0,0,0,0,0,0.296542087,12.08125624
334,5192,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefMid,MAI_NE,MAI-00354,9/8/12,Forereef,Mid,20.85596571,-156.1277371,10.6,1.5,15,1,2.5,80,NA,0.73625,0.502981363,2.3,2,1,5.678260963,2.738138976,0.037091519,1.808910109,2.057483762,3.996290974,1.228563124,0,10.16690945,0,0,0,0,9.343789788,37.05543866
335,5193,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefMid,MAI_NE,MAI-00352,9/8/12,Forereef,Mid,20.86596231,-156.1487901,11.25,7.5,3.5,0.5,2.5,86,NA,0.445,0.393285575,1.55,2,1,0.254754012,0,0.034798034,0.031116616,4.451979719,1.677734703,0.183598066,0,0,0,0,0,0,1.085688487,7.719669638
336,5195,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_HANA,2010-12,ForereefMid,MAI_HANA,MAI-00277,9/8/12,Forereef,Mid,20.78279664,-155.9928473,7.55,15,5,5,2.5,72.5,NA,1.37125,1.047112649,4.65,2,1,0.178309917,9.239224952,0.108700802,21.28048711,10.26667694,3.143287876,0.795689833,0,1.374543082,0,0,0,0,1.17365794,47.56057845
337,5196,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefMid,MAI_NE,MAI-00280,9/8/12,Forereef,Mid,20.80351671,-156.0223548,13.7,9,13.5,5,3.5,69,NA,0.72375,0.657381432,3.1,2,1,0.270656045,10.56560249,1.500701445,7.971980655,8.286816161,5.363728781,0.351125513,0.522164026,0,0,0,0,0,4.971514994,39.80429011
338,5197,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefDeep,MAI_NE,MAI-00347,9/8/12,Forereef,Deep,20.82983446,-156.0863067,20.45,3,2.5,0.5,5,89,NA,1.2475,1.410108488,6,2,1,2.142852659,3.698050712,0.932187307,0,7.70774147,6.757135143,0.29483646,0,0,0,0,0,0,4.141317745,25.6741215
339,5198,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefDeep,MAI_NE,MAI-00272,9/8/12,Forereef,Deep,20.88770035,-156.1873165,21.85,3.5,22,3.5,20,51,NA,0.91125,0.720827814,2.7,2,1,0,6.098793805,0.223531678,10.43420858,10.99880971,3.054497095,6.82935265,2.372600337,0.099421302,0,0,0,0,7.138094738,47.2493099
340,5199,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NE,2010-12,ForereefDeep,MAI_NE,MAI-00274,9/8/12,Forereef,Deep,20.90017816,-156.2005817,23.55,3.5,10,1,9,76.5,NA,0.81125,0.533372061,2.75,2,1,10.34670431,1.738444188,0.30553925,2.833260242,6.536758132,2.816914773,7.649397794,0,3.827864449,0,0,0,0,9.892435674,45.94731881
341,5200,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NW,2010-12,ForereefMid,MAI_NW,MAI-00321,9/9/12,Forereef,Mid,21.0254369,-156.6146652,13.65,4,17.5,0.5,17.5,60.5,NA,0.9025,0.558839884,2.5,2,1,0.638475884,1.099988814,0.901152001,0.579528629,7.875581553,4.661605993,1.447829565,0,2.628195649,0,0,0,0,1.965108361,21.79746645
342,5201,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2010-12,ForereefShallow,MAI_LAHAINA,MAI-00329,9/9/12,Forereef,Shallow,20.99239694,-156.6696254,3.75,11,22.5,0.5,17.5,48.5,NA,0.91375,0.56787312,2,2,1,0,1.321925319,0.089863758,1.172301189,2.607685176,7.618704821,0.222148213,0,0,0,0,0,0,10.73613891,23.76876739
343,5202,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2010-12,ForereefShallow,MAI_LAHAINA,MAI-00325,9/9/12,Forereef,Shallow,20.97942612,-156.680463,2.9,4.5,10.5,0,5,80,NA,0.2275,0.203623369,0.8,2,1,0.141158047,0.115622081,0.058344353,0.620283738,3.425791119,5.05696275,0.063621847,0,0,0,0,0,0,0.204600587,9.686384523
344,5203,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NW,2010-12,ForereefDeep,MAI_NW,MAI-00390,9/9/12,Forereef,Deep,21.01638788,-156.5638091,21.5,3.5,4,1.5,12.5,78.5,NA,0.98875,0.666962266,2.35,2,1,5.201881278,2.094112836,0.566032864,21.52568814,31.11631756,2.247925368,0.127916852,0,0,0,0,0,0,4.770674594,67.65054949
345,5204,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NW,2010-12,ForereefMid,MAI_NW,MAI-00320,9/9/12,Forereef,Mid,21.02423359,-156.5859514,16.35,13.5,2,7.5,8.5,68.5,NA,0.79875,0.65208585,2.75,2,1,4.58915455,3.056882148,0.782150385,0.973643146,6.248632564,3.1776031,0.239099,0.879348226,0.983357112,0,0,0,0,8.202074054,29.13194428
346,5205,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00392,9/9/12,Forereef,Mid,21.00305881,-156.6748842,24.1,4.5,45,0,14,36.5,NA,0.1375,0.0875,0.4,2,1,0.380274211,0,0,0.141308051,3.027990557,3.785785402,0.22003821,1.372105174,0.499169978,0,0,0,0,0.422199189,9.848870773
347,5206,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00399,9/9/12,Forereef,Mid,20.98545556,-156.6797596,10.85,3.5,24,0,15,57.5,NA,0.1315,0.096894692,0.7,2,1,5.672279157,0,0.10608388,0,0.239962728,9.14132404,0.636483685,0,0,0,0,0,0,0.721949404,16.5180829
348,5207,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NW,2010-12,ForereefMid,MAI_NW,MAI-00397,9/9/12,Forereef,Mid,21.03291926,-156.6030698,11.6,9,1.5,8.5,5.5,75.5,NA,1.1425,0.94433275,4.25,2,1,0.158648495,6.93096416,0.698936643,3.638820633,18.433856,6.204193688,2.216731727,0,0.26960209,0,0,0,0,8.347258599,46.89901204
349,5208,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_NW,2010-12,ForereefDeep,MAI_NW,MAI-00315,9/9/12,Forereef,Deep,21.02886769,-156.6364621,23.8,10,25,5,7.5,52.5,NA,0.59125,0.432217477,1.65,2,1,0,0,0.101537697,0,2.187473608,9.194800977,0.525892388,0,0,0,0,0,0,5.60742371,17.61712838
350,5209,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2010-12,ForereefMid,MAI_LAHAINA,MAI-00396,9/9/12,Forereef,Mid,21.01285231,-156.6483026,14.6,9.5,27.5,3.5,4,55.5,NA,0.531,0.539822182,2,2,1,4.256038484,0.178649327,0.07682467,0.1616453,2.456115285,1.622486695,1.446764868,0,0,0,0,0,0,0.090336366,10.288861
351,5211,nSPC,2012,MHI,Main Hawaiian Islands,Maui,MAI_LAHAINA,2010-12,ForereefShallow,MAI_LAHAINA,MAI-00401,9/9/12,Forereef,Shallow,21.00883184,-156.6493536,5.05,7.5,27.5,3.5,11,50.5,NA,0.3875,0.511989705,2,2,1,0,0,0.059337413,0.003640942,0.021865294,4.665452028,0.114827533,0,0,0,0,0,0,1.113665005,5.978788215
352,5212,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2010-12,ForereefDeep,MOL_SOUTH,MOL-00200,9/10/12,Forereef,Deep,21.03299922,-156.8621916,20.85,67,7.5,5,0,20.5,NA,0.40625,0.240080904,0.85,2,1,7.093491123,0,2.554090019,8.410786662,7.70702876,3.33362488,0.192485536,11.96108327,0.708401059,0,0,0,0,0.894467233,42.85545854
353,5213,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2010-12,ForereefMid,MOL_SOUTH,MOL-00207,9/10/12,Forereef,Mid,21.03276629,-156.872401,11,75,0.5,1,1.5,22,NA,0.455,0.28430403,1.1,2,1,1.705708749,0.495864774,0.98066348,5.986746649,11.17922189,0.947298478,0.649805996,0,1.020945936,0,0,0,0,0,22.96625595
354,5214,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2010-12,ForereefMid,MOL_SOUTH,MOL-00206,9/10/12,Forereef,Mid,21.03416481,-156.8863096,15.85,64,1,6.5,0,28.5,NA,0.81,0.448690582,1.85,2,1,9.013136217,0,1.665755159,9.571869327,7.7940293,23.11935578,0.078261469,0,0,0,0,0,0,0.204600587,51.44700784
355,5215,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2010-12,ForereefDeep,MOL_SOUTH,MOL-00201,9/10/12,Forereef,Deep,21.04457488,-156.9315406,21.2,55,0.5,8,6.5,30,NA,0.72375,0.43490812,1.75,2,1,6.302360809,1.00468143,1.284279514,10.472868,9.345898441,4.611623844,2.343881229,0,17.44433496,0,0,0,21.65440995,207.58819,282.0525281
356,5216,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2010-12,ForereefDeep,MOL_SOUTH,MOL-00202,9/10/12,Forereef,Deep,21.04869433,-156.9475229,22.55,57.5,1,6.5,3.5,31.5,NA,0.53625,0.30527228,1.2,2,1,9.294884783,1.302724552,2.307188028,4.260536001,9.774555505,1.750255164,0.043333181,0,0,0,0,0,0,0.223353417,28.95683063
357,5217,nSPC,2012,MHI,Main Hawaiian Islands,Molokai,MOL_SOUTH,2010-12,ForereefMid,MOL_SOUTH,MOL-00208,9/10/12,Forereef,Mid,21.05826169,-156.9695829,14.75,65,1,11,0,23,NA,0.5905,0.300354582,1.1,2,1,2.083681171,0,2.096419398,1.559381343,8.705091453,0.483214749,1.077909061,0,0,0,0,0,0,0,16.00569718
