Year,Community,County,ZI,EI,EQI
2018,North Hilo,Hawai‘i County,0.8960315853411621,0.84821,0.9466295763190601
2018,North Kohala,Hawai‘i County,1.071800971856651,0.90837,0.8475174252048455
2018,North Kona,Hawai‘i County,0.9985320915165012,3.11594,3.120520638718508
2018,Pāʻauhau-Paʻauilo,Hawai‘i County,0.9647955051629885,1.3753,1.4254834238346317
2018,Pāhoa-Kalapana,Hawai‘i County,0.979525207531889,0.93984,0.9594852616076274
2018,Pāpaʻikou-Wailea,Hawai‘i County,0.905876695687386,0.59163,0.6531021305841924
2018,South Kohala,Hawai‘i County,0.9789177971249241,0.89363,0.9128754249075726
2018,South Kona,Hawai‘i County,1.0452520753188905,2.47769,2.3704234208232444
2018,ʻEwa,Honolulu County,1.0234359182020651,0.89721,0.8766645610564321
2018,Honolulu,Honolulu County,1.0442650334075725,2.89084,2.768301061050386
2018,Koʻolauloa,Honolulu County,1.0386717959101033,0.32191,0.3099246569200779
2018,Koʻolaupoko,Honolulu County,1.0717503543227374,0.80398,0.7501560384442818
2018,Wahiawā,Honolulu County,1.0080734966592426,0.63825,0.6331383595691799
2018,Waialua,Honolulu County,1.0235624620368495,0.83705,0.817781064708355
2018,Waiʻanae,Honolulu County,1.0101488155497063,0.55817,0.5525621486733647
2018,ʻEleʻele-Kalāheo,Kaua‘i County,0.9724893703178781,1.29482,1.331449000390371
2018,Hanalei,Kaua‘i County,0.9703381251265438,1.81394,1.869389600417319
2018,Kapaʻa,Kaua‘i County,1.0617280826078153,1.98964,1.873963807298992
2018,Kaumakani-Hanapēpē,Kaua‘i County,1.04355638793278,1.62988,1.5618513947566268
2018,Kekaha-Waimea,Kaua‘i County,0.966491192549099,1.78327,1.8450970001047449
2018,Kōloa-Poʻipū,Kaua‘i County,0.9783103867179591,1.57968,1.6147022677532012
2018,Līhuʻe,Kaua‘i County,1.0170834176958898,4.06056,3.9923568994948613
2018,Puhi-Hanamāʻulu,Kaua‘i County,0.9338428831747317,0.35817,0.38354417692015824
2018,Wailua-Anahola,Kaua‘i County,1.0031382871026524,0.30279,0.30184273085074176
2018,East Molokaʻi,Maui County,1.058412634136465,1.26016,1.1906131496891437
2018,Haʻikū-Paʻuwela,Maui County,1.0432779914962544,0.71673,0.6869981019843772
2018,Hāna,Maui County,0.9603664709455355,4.3757,4.556281515838297
2018,Kahului,Maui County,0.9082051022474185,0.41116,0.4527171219172357
2018,Kīhei,Maui County,1.0634743875278396,0.77968,0.7331441256544503
2018,Kula,Maui County,1.006605588175744,0.38526,0.3827318311417293
2018,Lahaina,Maui County,0.9779560639805629,1.41315,1.445003566160296
2018,Lānaʻi,Maui County,0.9365509212391172,1,1.0677476016754492
2018,Makawao-Pāʻia,Maui County,1.0568181818181819,0.81633,0.7724412903225806
2018,Spreckelsville,Maui County,0.9450799757035837,4.78367,5.061656286219271
2018,Waiheʻe-Waikapū,Maui County,0.960467706013363,0.81076,0.844130411594203
2018,Wailuku,Maui County,1.033306337315246,0.49442,0.4784834682080925
2018,West Molokaʻi,Maui County,0.9763869204292367,1.19363,1.2224969169755566
