Estimate Status,Year,Region,Common Name,Total Harvest (A+B1),PSE Harvest,Released (B2),PSE Released
FINAL,1985,SOUTH ATLANTIC,LYRE GOBY,232337,91.8,0,.
FINAL,1985,SOUTH ATLANTIC,RED PORGY,207980,49.6,16200,86.3
FINAL,1985,SOUTH ATLANTIC,ATLANTIC MENHADEN,184870,41.3,987750,48.3
FINAL,1985,SOUTH ATLANTIC,WARSAW GROUPER,184666,82.9,60939,83.7
FINAL,1985,SOUTH ATLANTIC,LITTLE TUNNY,173123,22.2,50464,59.8
FINAL,1985,SOUTH ATLANTIC,DWARF SAND PERCH,172797,103.4,0,.
FINAL,1985,SOUTH ATLANTIC,NORTHERN PUFFER,166909,80,213544,40.2
FINAL,1985,SOUTH ATLANTIC,GRUNT FAMILY,146490,55.5,194077,41.3
FINAL,1985,SOUTH ATLANTIC,BLACKTIP SHARK,142488,43,33039,55.8
FINAL,1985,SOUTH ATLANTIC,WHITE PERCH,142461,60.4,29367,102.1
FINAL,1985,SOUTH ATLANTIC,BLUESTRIPED GRUNT,138851,38,72625,91.1
FINAL,1985,SOUTH ATLANTIC,FRENCH GRUNT,137117,64.5,44319,59.7
FINAL,1985,SOUTH ATLANTIC,SEA CATFISH FAMILY,135069,75.7,55863,63.2
FINAL,1985,SOUTH ATLANTIC,STRIPED BASS,134486,54.7,72912,97.5
FINAL,1985,SOUTH ATLANTIC,PORGY FAMILY,133754,35,213461,63.3
FINAL,1985,SOUTH ATLANTIC,NASSAU GROUPER,127057,73.5,0,.
FINAL,1985,SOUTH ATLANTIC,UNIDENTIFIED FISH,112189,51.5,968860,86.1
FINAL,1985,SOUTH ATLANTIC,QUEEN TRIGGERFISH,110409,70.2,0,.
FINAL,1985,SOUTH ATLANTIC,ATLANTIC MACKEREL,107422,92.9,0,.
FINAL,1985,SOUTH ATLANTIC,UNIDENTIFIED (SHARKS),106640,21.7,554825,36.6
FINAL,1985,SOUTH ATLANTIC,DRUM FAMILY,95109,97.7,0,.
FINAL,1985,SOUTH ATLANTIC,GLASSEYE SNAPPER,93507,55.4,17080,101
FINAL,1985,SOUTH ATLANTIC,GRAY TRIGGERFISH,92107,58.1,101062,62.8
FINAL,1985,SOUTH ATLANTIC,GREATER AMBERJACK,90941,38.5,93078,38.3
FINAL,1985,SOUTH ATLANTIC,CHUB MACKEREL,86614,100.4,78758,92
FINAL,1985,SOUTH ATLANTIC,CLEARNOSE SKATE,83814,95.3,92336,45.7
FINAL,1985,SOUTH ATLANTIC,SEA BREAM,81393,72.8,0,.
FINAL,1985,SOUTH ATLANTIC,GAG,80074,45.2,20111,78.3
FINAL,1985,SOUTH ATLANTIC,COBIA,76683,53.9,13394,59.4
FINAL,1985,SOUTH ATLANTIC,BULL SHARK,72271,95,0,.
FINAL,1985,SOUTH ATLANTIC,SANDBAR SHARK,69107,49.4,55737,46
FINAL,1985,SOUTH ATLANTIC,LADYFISH,68726,70.6,698663,53.1
FINAL,1985,SOUTH ATLANTIC,SAND TIGER,67697,102,4602,64.3
FINAL,1985,SOUTH ATLANTIC,MUTTON SNAPPER,66054,71.2,120106,83.9
FINAL,1985,SOUTH ATLANTIC,BAR JACK,62280,87,122188,58.5
FINAL,1985,SOUTH ATLANTIC,YELLOWFIN TUNA,59395,59.9,0,.
FINAL,1985,SOUTH ATLANTIC,YELLOWFIN MOJARRA,59216,87.6,30181,75.8
FINAL,1985,SOUTH ATLANTIC,UNIDENTIFIED CATFISHES,58671,64.7,3412,84.9
FINAL,1985,SOUTH ATLANTIC,LEFTEYE FLOUNDER GENUS,57983,102.3,12062,101.8
FINAL,1985,SOUTH ATLANTIC,WHITEBONE PORGY,56270,59.4,11938,114.4
FINAL,1985,SOUTH ATLANTIC,DOGFISH SHARK,53039,96.3,126395,61.6
FINAL,1985,SOUTH ATLANTIC,GULF FLOUNDER,52193,103.2,0,.
FINAL,1985,SOUTH ATLANTIC,SEA BASS FAMILY,51389,82,31719,43.3
FINAL,1985,SOUTH ATLANTIC,MACKEREL FAMILY,49827,44.4,0,.
FINAL,1985,SOUTH ATLANTIC,SMOOTH DOGFISH,46594,33.6,100625,36.4
FINAL,1985,SOUTH ATLANTIC,JOLTHEAD PORGY,44094,51.3,35953,68.5
FINAL,1985,SOUTH ATLANTIC,SILK SNAPPER,43442,39.6,0,.
FINAL,1985,SOUTH ATLANTIC,GIZZARD SHAD,43136,86.9,0,.
FINAL,1985,SOUTH ATLANTIC,JACK FAMILY,43124,86,185550,44
FINAL,1985,SOUTH ATLANTIC,UNIDENTIFIED (BOTTOM FISH),42977,73.6,311486,28.4
FINAL,1985,SOUTH ATLANTIC,SPINY DOGFISH,40280,65.5,0,.
FINAL,1985,SOUTH ATLANTIC,TILEFISH,40127,99.3,0,.
FINAL,1985,SOUTH ATLANTIC,TOADFISH FAMILY,39616,77.1,30814,77.7
FINAL,1985,SOUTH ATLANTIC,YELLOWTAIL DAMSELFISH,38722,31.3,0,.
FINAL,1985,SOUTH ATLANTIC,STINGRAY FAMILY,38632,57.8,348889,34
FINAL,1985,SOUTH ATLANTIC,ATLANTIC SHARPNOSE SHARK,35148,51.2,0,.
FINAL,1985,SOUTH ATLANTIC,COMMON SNOOK,34684,68.9,117131,56.3
FINAL,1985,SOUTH ATLANTIC,CERO,34539,65.3,0,.
FINAL,1985,SOUTH ATLANTIC,SOUTHERN STINGRAY,34065,41.9,61742,32.4
FINAL,1985,SOUTH ATLANTIC,GRAY ANGELFISH,31933,34.8,10486,101.8
FINAL,1985,SOUTH ATLANTIC,ALMACO JACK,31024,100.5,0,.
FINAL,1985,SOUTH ATLANTIC,TAUTOG,30989,70.3,475,103.8
FINAL,1985,SOUTH ATLANTIC,SAILFISH,29937,45.8,8240,56.5
FINAL,1985,SOUTH ATLANTIC,HOGFISH,29836,68.1,45807,105.4
FINAL,1985,SOUTH ATLANTIC,GAR GENUS,27777,100.7,6977,102.5
FINAL,1985,SOUTH ATLANTIC,SILVER HAKE,26623,101.9,0,.
FINAL,1985,SOUTH ATLANTIC,YELLOWMOUTH GROUPER,26498,101.7,0,.
FINAL,1985,SOUTH ATLANTIC,MARGATE,26274,102.5,0,.
FINAL,1985,SOUTH ATLANTIC,CAESAR GRUNT,25620,101,22678,102.6
FINAL,1985,SOUTH ATLANTIC,BONNETHEAD,24219,51.3,5235,53.8
FINAL,1985,SOUTH ATLANTIC,GRAYSBY,23722,78.7,0,.
FINAL,1985,SOUTH ATLANTIC,ATLANTIC STINGRAY,23131,101.4,37815,59.9
FINAL,1985,SOUTH ATLANTIC,GOATFISH FAMILY,22245,103.3,0,.
FINAL,1985,SOUTH ATLANTIC,BLUE ANGELFISH,21499,83,0,.
FINAL,1985,SOUTH ATLANTIC,SNAKE EEL FAMILY,21439,102.2,52210,59.4
FINAL,1985,SOUTH ATLANTIC,BLACK MARGATE,20721,86.5,0,.
FINAL,1985,SOUTH ATLANTIC,TRIPLETAIL,20659,77.2,0,.
FINAL,1985,SOUTH ATLANTIC,BLUE CATFISH,20256,55.1,16394,61.8
FINAL,1985,SOUTH ATLANTIC,PUFFER FAMILY,20155,98.4,105513,58.8
FINAL,1985,SOUTH ATLANTIC,ROCK SEA BASS,20017,42.3,52029,43
FINAL,1985,SOUTH ATLANTIC,MAHOGANY SNAPPER,19411,74.2,18803,74.6
FINAL,1985,SOUTH ATLANTIC,BERMUDA CHUB,19200,103.4,0,.
FINAL,1985,SOUTH ATLANTIC,ATLANTIC CUTLASSFISH,18970,71.5,9678,73.1
FINAL,1985,SOUTH ATLANTIC,SNAPPER FAMILY,17348,60.7,76048,59.1
FINAL,1985,SOUTH ATLANTIC,ATLANTIC BONITO,17093,67.7,35756,71.4
FINAL,1985,SOUTH ATLANTIC,RED GROUPER,16805,55.2,15020,74.8
FINAL,1985,SOUTH ATLANTIC,BLACK GROUPER,15949,57.4,10015,48.5
FINAL,1985,SOUTH ATLANTIC,HERRING FAMILY,14652,83.3,0,.
FINAL,1985,SOUTH ATLANTIC,JACK GENUS,13570,99,0,.
FINAL,1985,SOUTH ATLANTIC,HOUNDFISH,13567,100.9,1304,98.7
FINAL,1985,SOUTH ATLANTIC,LIZARDFISH GENUS,12658,72.3,3817,105.4
FINAL,1985,SOUTH ATLANTIC,ATLANTIC MOONFISH,12607,100.2,46377,100.2
FINAL,1985,SOUTH ATLANTIC,BONEFISH,12146,100.5,0,.
FINAL,1985,SOUTH ATLANTIC,WAHOO,12088,49.8,0,.
FINAL,1985,SOUTH ATLANTIC,PALOMETA,12062,101.4,12062,101.4
FINAL,1985,SOUTH ATLANTIC,LEATHERJACKET FAMILY,11352,53.4,549,82
FINAL,1985,SOUTH ATLANTIC,BARRED GRUNT,10932,76.3,0,.
FINAL,1985,SOUTH ATLANTIC,SHORT BIGEYE,9516,84.4,0,.
FINAL,1985,SOUTH ATLANTIC,SCAMP,9380,60.6,0,.
FINAL,1985,SOUTH ATLANTIC,SKATE GENUS,8873,109.5,115983,57.4
FINAL,1985,SOUTH ATLANTIC,BLACKFIN TUNA,8358,62.8,0,.
FINAL,1985,SOUTH ATLANTIC,SHORTFIN MAKO,8303,84.9,0,.
FINAL,1985,SOUTH ATLANTIC,AFRICAN POMPANO,8064,44.9,0,.
FINAL,1985,SOUTH ATLANTIC,SQUIRRELFISH,6825,98.4,1559,56.3
FINAL,1985,SOUTH ATLANTIC,AMERICAN SHAD,6666,99.4,0,.
FINAL,1985,SOUTH ATLANTIC,REEF SQUIRRELFISH,6631,96.5,0,.
FINAL,1985,SOUTH ATLANTIC,BUTTERFLYFISH GENUS,6264,102.6,3287,107.3
FINAL,1985,SOUTH ATLANTIC,ATLANTIC FLYINGFISH,6259,97.3,35003,74
FINAL,1985,SOUTH ATLANTIC,PERMIT,5602,100.3,0,.
FINAL,1985,SOUTH ATLANTIC,LOOKDOWN,5588,36.3,0,.
FINAL,1985,SOUTH ATLANTIC,SILVER PORGY,5469,66.3,0,.
FINAL,1985,SOUTH ATLANTIC,CUBERA SNAPPER,5187,75.3,0,.
FINAL,1985,SOUTH ATLANTIC,RAINBOW RUNNER,4727,91.3,0,.
FINAL,1985,SOUTH ATLANTIC,POMPANO DOLPHIN,4380,102.6,0,.
FINAL,1985,SOUTH ATLANTIC,BANDED DRUM,4001,105.3,0,.
FINAL,1985,SOUTH ATLANTIC,RED HAKE,3988,102.6,0,.
FINAL,1985,SOUTH ATLANTIC,INSHORE LIZARDFISH,3932,71.9,56702,37.5
FINAL,1985,SOUTH ATLANTIC,YELLOW JACK,3824,92.6,0,.
FINAL,1985,SOUTH ATLANTIC,SEA BASS GENUS,3728,88.3,0,.
FINAL,1985,SOUTH ATLANTIC,ATLANTIC GUITARFISH,3613,38.2,0,.
FINAL,1985,SOUTH ATLANTIC,NORTHERN SENNET,3498,106.1,0,.
FINAL,1985,SOUTH ATLANTIC,CHANNEL CATFISH,3381,101.3,19424,51.3
FINAL,1985,SOUTH ATLANTIC,ROCK HIND,3352,58.4,2004,50.5
FINAL,1985,SOUTH ATLANTIC,LEMON SHARK,3287,96.1,3227,82.5
FINAL,1985,SOUTH ATLANTIC,STARGAZER FAMILY,3254,104.1,0,.
FINAL,1985,SOUTH ATLANTIC,BULLHEAD CATFISH FAMILY,3141,96.2,0,.
FINAL,1985,SOUTH ATLANTIC,LEFTEYE FLOUNDER FAMILY,2271,99.7,65659,52.8
FINAL,1985,SOUTH ATLANTIC,SCUP,2227,61.5,1564,90.8
FINAL,1985,SOUTH ATLANTIC,GREAT HAMMERHEAD,2104,66.2,6541,94.6
FINAL,1985,SOUTH ATLANTIC,BLUEFIN TUNA,1980,92.5,0,.
FINAL,1985,SOUTH ATLANTIC,MACKEREL SHARK FAMILY,1840,109.7,0,.
FINAL,1985,SOUTH ATLANTIC,OCEAN TRIGGERFISH,1600,68.1,2701,97.7
FINAL,1985,SOUTH ATLANTIC,SCALLOPED HAMMERHEAD SHARK,1448,61.8,5671,78
FINAL,1985,SOUTH ATLANTIC,DUSKY SHARK,1330,78.1,4102,98.5
FINAL,1985,SOUTH ATLANTIC,MORAY FAMILY,1325,87.3,6269,74
FINAL,1985,SOUTH ATLANTIC,GOOSEFISH,1322,100.2,0,.
FINAL,1985,SOUTH ATLANTIC,SEAROBIN FAMILY,1311,45.9,14807,60.7
FINAL,1985,SOUTH ATLANTIC,AMERICAN EEL,1300,59.1,18930,38.5
FINAL,1985,SOUTH ATLANTIC,SKIPJACK TUNA,1283,59.6,4746,87.5
FINAL,1985,SOUTH ATLANTIC,MARBLED GROUPER,1215,91.9,0,.
FINAL,1985,SOUTH ATLANTIC,REQUIEM SHARK GENUS,1158,121.7,0,.
FINAL,1985,SOUTH ATLANTIC,GRASS PORGY,1152,72.4,0,.
FINAL,1985,SOUTH ATLANTIC,BLUE MARLIN,1109,80.4,315,101.3
FINAL,1985,SOUTH ATLANTIC,GROUPER GENUS (MYCTEROPERCA),883,118.9,379,101.6
FINAL,1985,SOUTH ATLANTIC,REQUIEM SHARK FAMILY,815,68.9,264,99.4
FINAL,1985,SOUTH ATLANTIC,RED HIND,794,69.4,0,.
FINAL,1985,SOUTH ATLANTIC,STRIPED BURRFISH,758,96.5,2478,49
FINAL,1985,SOUTH ATLANTIC,TIGER SHARK,636,103.9,0,.
FINAL,1985,SOUTH ATLANTIC,BLACKNOSE SHARK,556,98.5,0,.
FINAL,1985,SOUTH ATLANTIC,FOURSPOT FLOUNDER,526,100.4,0,.
FINAL,1985,SOUTH ATLANTIC,STAR DRUM,524,102.8,0,.
FINAL,1985,SOUTH ATLANTIC,TUNA GENUS,481,100.7,0,.
FINAL,1985,SOUTH ATLANTIC,GROUPER GENUS (EPINEPHELUS),402,104,81244,101.6
FINAL,1985,SOUTH ATLANTIC,SEAROBIN GENUS,356,100.6,4755,50.1
FINAL,1985,SOUTH ATLANTIC,BANK SEA BASS,344,100.8,785,100.4
FINAL,1985,SOUTH ATLANTIC,SPANISH GRUNT,329,95.8,684,95.9
FINAL,1985,SOUTH ATLANTIC,BLUE SHARK,292,51.3,0,.
FINAL,1985,SOUTH ATLANTIC,SMOOTH PUFFER,262,99.8,182652,78.7
FINAL,1985,SOUTH ATLANTIC,HAMMERHEAD SHARK GENUS,247,97.8,233,95.4
FINAL,1985,SOUTH ATLANTIC,CUBBYU,229,98.7,0,.
FINAL,1985,SOUTH ATLANTIC,LESSER AMBERJACK,225,95.4,0,.
FINAL,1985,SOUTH ATLANTIC,SAND TILEFISH,196,99.9,969,65.8
FINAL,1985,SOUTH ATLANTIC,WHITE MARLIN,186,97.6,0,.
FINAL,1985,SOUTH ATLANTIC,WRASSE FAMILY,177,90.6,0,.
FINAL,1985,SOUTH ATLANTIC,ATLANTIC TARPON,0,.,39,98
FINAL,1985,SOUTH ATLANTIC,BLACK DOGFISH,0,.,16961,101.5
FINAL,1985,SOUTH ATLANTIC,BLUNTNOSE STINGRAY,0,.,4868,101
FINAL,1985,SOUTH ATLANTIC,BOXFISH GENUS,0,.,3287,95.8
FINAL,1985,SOUTH ATLANTIC,BURRFISH GENUS,0,.,526,97.9
FINAL,1985,SOUTH ATLANTIC,FLYINGFISH FAMILY,0,.,18779,82.6
FINAL,1985,SOUTH ATLANTIC,HONEYCOMB COWFISH,0,.,16864,101.7
FINAL,1985,SOUTH ATLANTIC,HORSE-EYE JACK,0,.,10804,97.7
FINAL,1985,SOUTH ATLANTIC,LEATHERJACK,0,.,25605,104.8
FINAL,1985,SOUTH ATLANTIC,LIZARDFISH FAMILY,0,.,11254,76.9
FINAL,1985,SOUTH ATLANTIC,LONGNOSE GAR,0,.,1271,57.7
FINAL,1985,SOUTH ATLANTIC,NEEDLEFISH FAMILY,0,.,2608,98.7
FINAL,1985,SOUTH ATLANTIC,NORTHERN SEAROBIN,0,.,21972,44.1
FINAL,1985,SOUTH ATLANTIC,PARROTFISH FAMILY,0,.,15771,85.2
FINAL,1985,SOUTH ATLANTIC,PORKFISH,0,.,11455,103.3
FINAL,1985,SOUTH ATLANTIC,SCORPIONFISH FAMILY,0,.,3352,58.4
FINAL,1985,SOUTH ATLANTIC,SHARKSUCKER,0,.,3871,95.7
FINAL,1985,SOUTH ATLANTIC,SNOOK GENUS,0,.,102895,102.7
FINAL,1985,SOUTH ATLANTIC,SOUTHERN STARGAZER,0,.,6877,97.9
FINAL,1985,SOUTH ATLANTIC,SPOTTED MORAY,0,.,7217,56.1
FINAL,1985,SOUTH ATLANTIC,SQUIRRELFISH FAMILY,0,.,7742,101.8
FINAL,1985,SOUTH ATLANTIC,SWORDSPINE SNOOK,0,.,10345,100.6
FINAL,1985,SOUTH ATLANTIC,TRUMPETFISH,0,.,177,90.5
FINAL,1985,SOUTH ATLANTIC,UNIDENTIFIED (SURFACE FISH),0,.,17356,101.5
FINAL,1985,SOUTH ATLANTIC,UNIDENTIFIED EEL,0,.,15848,64.5
FINAL,1985,GULF OF MEXICO,SPOTTED SEATROUT,11904854,12.1,6390238,16.8
FINAL,1985,GULF OF MEXICO,STRIPED MULLET,8318486,27.5,760208,54
FINAL,1985,GULF OF MEXICO,SAND SEATROUT,7524140,25.3,1278095,24.8
FINAL,1985,GULF OF MEXICO,SOUTHERN KINGFISH,7402813,65.6,220883,27.2
FINAL,1985,GULF OF MEXICO,PINFISH,7092005,14.6,8379327,14.9
FINAL,1985,GULF OF MEXICO,ATLANTIC CROAKER,4849435,16.8,8665285,13.9
FINAL,1985,GULF OF MEXICO,SHEEPSHEAD,4378926,17.2,1184737,21.7
FINAL,1985,GULF OF MEXICO,RED DRUM,4261829,12.7,815371,25.8
FINAL,1985,GULF OF MEXICO,BLACK SEA BASS,3377380,41.2,2757502,26.9
FINAL,1985,GULF OF MEXICO,WHITE GRUNT,3181688,37.2,1130130,35.6
FINAL,1985,GULF OF MEXICO,HARDHEAD CATFISH,3064566,20.4,18914009,12.1
FINAL,1985,GULF OF MEXICO,GULF KINGFISH,2644807,30.3,472837,36
FINAL,1985,GULF OF MEXICO,GRUNT FAMILY,2613555,80.1,3468289,37.2
FINAL,1985,GULF OF MEXICO,SPANISH MACKEREL,2158257,20.1,789976,57.8
FINAL,1985,GULF OF MEXICO,SILVER SEATROUT,2093825,41.5,405480,62.7
FINAL,1985,GULF OF MEXICO,GULF MENHADEN,1833047,101.5,42427,55.9
FINAL,1985,GULF OF MEXICO,SPANISH SARDINE,1769738,96.2,0,.
FINAL,1985,GULF OF MEXICO,RED SNAPPER,1669313,19.2,136516,65.2
FINAL,1985,GULF OF MEXICO,GRAY SNAPPER,1641849,31,1272404,32.7
FINAL,1985,GULF OF MEXICO,SILVER PERCH,1542948,62,6219044,38.3
FINAL,1985,GULF OF MEXICO,RED GROUPER,1429230,36.2,110304,48.6
FINAL,1985,GULF OF MEXICO,SOUTHERN FLOUNDER,1407003,21.6,167947,34.6
FINAL,1985,GULF OF MEXICO,BLUESTRIPED GRUNT,1287123,39.7,986788,42.6
FINAL,1985,GULF OF MEXICO,ROUND SCAD,1209770,79.9,8112,100.2
FINAL,1985,GULF OF MEXICO,BLACK GROUPER,1186385,31.1,467890,47.4
FINAL,1985,GULF OF MEXICO,MULLET GENUS,1024965,56.5,812518,68
FINAL,1985,GULF OF MEXICO,YELLOWTAIL SNAPPER,971432,44.6,229405,48.8
FINAL,1985,GULF OF MEXICO,BLACK DRUM,956774,17.1,442374,28.8
FINAL,1985,GULF OF MEXICO,LANE SNAPPER,944788,82.4,0,.
FINAL,1985,GULF OF MEXICO,BLUEFISH,846135,43.1,132747,38.5
FINAL,1985,GULF OF MEXICO,VERMILION SNAPPER,813909,45.9,21955,59.6
FINAL,1985,GULF OF MEXICO,JACK FAMILY,760316,71.1,834235,64.9
FINAL,1985,GULF OF MEXICO,GAFFTOPSAIL CATFISH,749553,45.1,2709287,34.9
FINAL,1985,GULF OF MEXICO,RED PORGY,623719,57.3,150354,77.7
FINAL,1985,GULF OF MEXICO,UNIDENTIFIED FISH,615945,23.9,1401859,27
FINAL,1985,GULF OF MEXICO,BLUE RUNNER,585919,38.7,1145043,45.7
FINAL,1985,GULF OF MEXICO,LEFTEYE FLOUNDER FAMILY,584471,28,414937,22.2
FINAL,1985,GULF OF MEXICO,WARSAW GROUPER,551695,50.8,11081,106.5
FINAL,1985,GULF OF MEXICO,SCALED SARDINE,547740,73.1,0,.
FINAL,1985,GULF OF MEXICO,PIGFISH,535798,37.8,787453,35.3
FINAL,1985,GULF OF MEXICO,DOLPHIN,526024,56.4,5540,106.5
FINAL,1985,GULF OF MEXICO,KING MACKEREL,398745,32.5,44959,37.7
FINAL,1985,GULF OF MEXICO,GULF FLOUNDER,398208,35.3,250781,87.8
FINAL,1985,GULF OF MEXICO,SAND PERCH,389864,75.9,1266613,42.1
FINAL,1985,GULF OF MEXICO,PORGY FAMILY,345731,61.8,1175850,90.2
FINAL,1985,GULF OF MEXICO,LADYFISH,321192,61.7,1040839,21.9
FINAL,1985,GULF OF MEXICO,BLUEGILL,320732,34.5,53379,36.7
FINAL,1985,GULF OF MEXICO,HERRING FAMILY,313406,46.9,58632,26.9
FINAL,1985,GULF OF MEXICO,GREATER AMBERJACK,257422,32.9,0,.
FINAL,1985,GULF OF MEXICO,ROUGH SCAD,256593,100.6,0,.
FINAL,1985,GULF OF MEXICO,GAG,250706,31.8,70861,48.5
FINAL,1985,GULF OF MEXICO,HOGFISH,249046,68.3,0,.
FINAL,1985,GULF OF MEXICO,ATLANTIC THREAD HERRING,233152,69.5,30051,75.1
FINAL,1985,GULF OF MEXICO,QUEEN TRIGGERFISH,227452,36,0,.
FINAL,1985,GULF OF MEXICO,JOLTHEAD PORGY,202843,56.1,0,.
FINAL,1985,GULF OF MEXICO,SNAPPER FAMILY,197102,65.4,116405,42.2
FINAL,1985,GULF OF MEXICO,GRAY TRIGGERFISH,196362,43.4,179656,63.6
FINAL,1985,GULF OF MEXICO,DRUM FAMILY,182030,93.2,0,.
FINAL,1985,GULF OF MEXICO,DWARF SEAHORSE,181538,100.3,0,.
FINAL,1985,GULF OF MEXICO,FLORIDA POMPANO,156584,49.2,17124,62
FINAL,1985,GULF OF MEXICO,ATLANTIC SPADEFISH,154828,30.3,211750,41.1
FINAL,1985,GULF OF MEXICO,SQUIRRELFISH,147859,44.1,859088,46.1
FINAL,1985,GULF OF MEXICO,ROUND HERRING,146836,99.7,0,.
FINAL,1985,GULF OF MEXICO,LITTLE TUNNY,139117,56.7,36336,55.1
FINAL,1985,GULF OF MEXICO,ROCK SEA BASS,136937,71.4,1129669,63.2
FINAL,1985,GULF OF MEXICO,CREVALLE JACK,133743,41,111040,30.1
FINAL,1985,GULF OF MEXICO,UNIDENTIFIED CATFISHES,130839,51.3,55758,27.3
FINAL,1985,GULF OF MEXICO,GULF KILLIFISH,130441,100.4,0,.
FINAL,1985,GULF OF MEXICO,SHEEPSHEAD MINNOW,130441,100.4,0,.
FINAL,1985,GULF OF MEXICO,BLACKFIN TUNA,128274,95.2,1075,88.3
FINAL,1985,GULF OF MEXICO,ATLANTIC BONITO,122476,34.5,82988,28.3
FINAL,1985,GULF OF MEXICO,STINGRAY FAMILY,114228,37.3,277100,22
FINAL,1985,GULF OF MEXICO,FRENCH GRUNT,114143,96,0,.
FINAL,1985,GULF OF MEXICO,SUNFISH GENUS,101093,103,0,.
FINAL,1985,GULF OF MEXICO,STRIPED BASS,100763,93.7,3155,105.1
FINAL,1985,GULF OF MEXICO,BARRACUDA GENUS,100373,73.5,0,.
FINAL,1985,GULF OF MEXICO,WHITE MULLET,97728,87.2,0,.
FINAL,1985,GULF OF MEXICO,BULLHEAD CATFISH FAMILY,96684,42.8,0,.
FINAL,1985,GULF OF MEXICO,SPOT,94456,52.6,53199,75.9
FINAL,1985,GULF OF MEXICO,BLACKTIP SHARK,89269,44.1,74323,53.9
FINAL,1985,GULF OF MEXICO,RIBBONFISH FAMILY,81226,105.2,30852,75.8
FINAL,1985,GULF OF MEXICO,MACKEREL FAMILY,78658,62.6,0,.
FINAL,1985,GULF OF MEXICO,BLUE CATFISH,76173,34.8,46255,70.5
FINAL,1985,GULF OF MEXICO,COBIA,73295,28,1994,90.2
FINAL,1985,GULF OF MEXICO,BANK SEA BASS,67162,70.8,64071,79.8
FINAL,1985,GULF OF MEXICO,LEATHERJACK,66704,99.9,171407,60.5
FINAL,1985,GULF OF MEXICO,SILKY SHARK,59713,88.6,6057,94.5
FINAL,1985,GULF OF MEXICO,BERMUDA CHUB,56573,106.1,0,.
FINAL,1985,GULF OF MEXICO,GREAT HAMMERHEAD,56573,106.1,0,.
FINAL,1985,GULF OF MEXICO,SCHOOLMASTER,56573,66.1,113146,66.1
FINAL,1985,GULF OF MEXICO,SUNFISH FAMILY,56255,93.5,254401,55.2
FINAL,1985,GULF OF MEXICO,THREADFIN GENUS,55867,96.4,0,.
FINAL,1985,GULF OF MEXICO,LIVEBEARER FAMILY,53948,101.8,0,.
FINAL,1985,GULF OF MEXICO,MUTTON SNAPPER,53615,59.5,21195,100.2
FINAL,1985,GULF OF MEXICO,SPOTTAIL PINFISH,53400,44.7,135715,71
FINAL,1985,GULF OF MEXICO,CHUB MACKEREL,52408,101.9,0,.
FINAL,1985,GULF OF MEXICO,LESSER AMBERJACK,51706,64.7,2276,102.6
FINAL,1985,GULF OF MEXICO,TOMTATE,51146,52,141437,65.6
FINAL,1985,GULF OF MEXICO,LIZARDFISH FAMILY,49582,59.7,64823,93.8
FINAL,1985,GULF OF MEXICO,SEA BASS FAMILY,45872,72.9,85742,45
FINAL,1985,GULF OF MEXICO,TOADFISH GENUS,39546,35.2,112987,59.5
FINAL,1985,GULF OF MEXICO,YELLOW JACK,38269,50.3,149777,47.1
FINAL,1985,GULF OF MEXICO,LONGSPINE PORGY,35348,116.7,0,.
FINAL,1985,GULF OF MEXICO,STOPLIGHT PARROTFISH,30472,100.5,0,.
FINAL,1985,GULF OF MEXICO,BLUE CROAKER,30471,69.9,68397,76.9
FINAL,1985,GULF OF MEXICO,COMMON CARP,30095,100.3,0,.
FINAL,1985,GULF OF MEXICO,SILK SNAPPER,29638,93.4,7409,79.1
FINAL,1985,GULF OF MEXICO,GREAT BARRACUDA,29098,44.8,76866,74
FINAL,1985,GULF OF MEXICO,KINGFISH GENUS,28187,65.6,209015,51.8
FINAL,1985,GULF OF MEXICO,SCALLOPED HAMMERHEAD SHARK,25940,40.5,41314,39.4
FINAL,1985,GULF OF MEXICO,PUFFER FAMILY,25696,77.2,297069,43.4
FINAL,1985,GULF OF MEXICO,SHORTFIN MAKO,24722,101.1,0,.
FINAL,1985,GULF OF MEXICO,ATLANTIC STINGRAY,24546,59,41973,46.3
FINAL,1985,GULF OF MEXICO,UNIDENTIFIED (SHARKS),21752,46.5,43008,40.9
FINAL,1985,GULF OF MEXICO,BONNETHEAD,21051,74.3,102092,53.8
FINAL,1985,GULF OF MEXICO,COMMON SNOOK,20349,68.6,38748,57.6
FINAL,1985,GULF OF MEXICO,ATLANTIC SHARPNOSE SHARK,19192,71.5,20125,97.1
FINAL,1985,GULF OF MEXICO,SNAKE EEL FAMILY,18837,73.1,14679,72.6
FINAL,1985,GULF OF MEXICO,BULL SHARK,18398,69.6,0,.
FINAL,1985,GULF OF MEXICO,SCAMP,17624,70.2,7044,50.4
FINAL,1985,GULF OF MEXICO,FANTAIL MULLET,17579,48,30258,43.2
FINAL,1985,GULF OF MEXICO,BLUE MARLIN,16946,89.8,0,.
FINAL,1985,GULF OF MEXICO,SOUTHERN PUFFER,16267,68.9,82419,70
FINAL,1985,GULF OF MEXICO,GAR GENUS,16172,52,17063,59.8
FINAL,1985,GULF OF MEXICO,PARROTFISH FAMILY,15946,101.9,250838,90.4
FINAL,1985,GULF OF MEXICO,LEFTEYE FLOUNDER GENUS,15763,53.8,0,.
