"Year","Community","County","Dealers1000","CommPermits1000","RecFshTrps1000","ThousandPounds","ThousandVal"
2016,"Wailuku","Maui County",0.230022542,1.380135253,0,2.636702397,17.95873396
2016,"West Molokai","Maui County",0.342348511,2.396439575,0,1.852447792,2.451557686
2017,"Hilo","Hawaii County",0.208602778589011,2.14860861946681,0.834411114,4.46691559931578,14.3149693353915
2017,"Honokaa-Kukuihaele","Hawaii County",0,2.56290773532153,0,16.0673345759553,39.5104846225536
2017,"Kau","Hawaii County",0.111756817165847,4.0232454179705,3.687974966,30.3000670540903,99.7399418864551
2017,"Keaau-Mountain View","Hawaii County",0,1.63326320451777,0.221459418,9.10643893256561,30.4482338611449
2017,"North Hilo","Hawaii County",0,1.23685837971552,1.23685838,0.973407544836116,4.59121830550402
2017,"North Kohala","Hawaii County",0.316957210776545,2.53565768621236,0,5.95118858954041,22.2717908082409
2017,"North Kona","Hawaii County",0.193381517561459,5.58389131958713,96.328168438,19.1137083323261,54.2123812516619
2017,"Paauhau-Paauilo","Hawaii County",0.333000333000333,3.33000333000333,0,8.46986346986347,26.0979020979021
2017,"Pahoa-Kalapana","Hawaii County",0,2.58282864267902,1.870324189,11.548539365871,48.8655147844674
2017,"Papaikou-Wailea","Hawaii County",0,1.72191132156694,0.645716746,0.667240637107189,2.07662505380973
2017,"South Kohala","Hawaii County",0.152617388207763,2.69624052500382,10.581472249,5.42239405809635,17.4795747062115
2017,"South Kona","Hawaii County",0.0893415527561869,5.89654248190834,3.931028321,17.2759760564639,49.9907978200661
2017,"Ewa","Honolulu County",0.0203397907326102,0.589853931245696,0.996649746,10.3944205048336,36.0354319154562
2017,"Honolulu","Honolulu County",0.0323019888086033,0.62119209247314,3.709759177,43.5659382982318,152.739591305299
2017,"Koolauloa","Honolulu County",0.0481046757744853,0.865884163940735,0.721570137,3.9792668847412,10.15186646142
2017,"Koolaupoko","Honolulu County",0.0173671413685307,1.04202848211184,2.092740535,14.2305053838138,50.7825547064953
2017,"Wahiawa","Honolulu County",0.0437780453102769,0.481558498413046,0,7.77789208711831,31.5598336434278
2017,"Waialua","Honolulu County",0,1.80633000863897,28.194455348,7.74656404617922,19.0040053404539
2017,"Waianae","Honolulu County",0.0611134877467457,1.34449673042841,6.029864124,7.61569801788588,31.632076432602
2017,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2017,"Eleele-Kalaheo","Kauai County",0.104964836779679,2.62412091949197,35.478114834,3.81967041041251,3.12060459745985
2017,"Hanalei","Kauai County",0.684462696783025,4.79123887748118,8.726899384,11.0737508555784,26.661704312115
2017,"Kapaa","Kauai County",0.370141887723627,5.4287476866132,15.792720542,20.3653300431832,52.9668106107341
2017,"Kaumakani-Hanapepe","Kauai County",0,5.32300992015485,1.451729978,18.6397290104041,59.7674812484878
2017,"Kekaha-Waimea","Kauai County",0.18737118231216,4.68427955780401,2.623196552,14.3788645306352,39.7682218474799
2017,"Koloa-Poipu","Kauai County",0.805412371134021,2.89948453608247,1.932989691,13.3840206185567,47.4096327319588
2017,"Lihue","Kauai County",1.01773771445188,4.79790636813027,141.029368985,12.957255015993,28.4126199476592
2017,"Niihau","Kauai County",NA,NA,NA,NA,NA
2017,"Puhi-Hanamaulu","Kauai County",0.175839634253561,0.527518902760682,0.703358537,1.38271496395287,3.03200281343415
2017,"Wailua-Anahola","Kauai County",0.073062029663184,0.73062029663184,0.438372178,1.72492145831811,4.55841309271572
2017,"East Molokai","Maui County",0.724112961622013,1.68959691045136,24.861211678,4.34974656046343,40.1395124306058
2017,"Haiku-Pauwela","Maui County",0,2.05939735530024,0.216778669,6.63971385215695,27.7643615868199
2017,"Hana","Maui County",1.15874855156431,6.95249130938586,7.531865585,31.9333719582851,114.960602549247
2017,"Kahului","Maui County",0.22796847521657,0.944440825897219,1.530645476,1.76965413925617,7.12616426756986
2017,"Kihei","Maui County",0.163385344334613,1.34792909076056,17.278000161,2.41916510089045,7.45363940854505
2017,"Kula","Maui County",0,1.18465867022064,0.518288168,4.38649489115948,16.0969198874574
2017,"Lahaina","Maui County",0.212152070604209,1.18805159538357,48.285811271,2.89867617107943,7.72878479293958
2017,"Lanai","Maui County",0.624414611301904,1.56103652825476,7.18076803,1.38307836403372,8.67811426787387
2017,"Makawao-Paia","Maui County",0.0972620726547683,2.28565870738705,0.145893109,19.7646744152118,74.0694451198755
2017,"Puunene","Maui County",NA,NA,NA,NA,NA
2017,"Spreckelsville","Maui County",2.94985250737463,2.94985250737463,47.19764012,3.1976401179941,12.7374631268437
2017,"Waihee-Waikapu","Maui County",0.261540473388257,1.56924284032954,0,5.13626258663528,27.5559042761867
2017,"Wailuku","Maui County",0.134928487901412,1.03445174057749,0,3.65228928667806,19.5943150130431
2017,"West Molokai","Maui County",0.363504180298073,1.81752090149037,0.36350418,0.706652126499455,0.997455470737914
2018,"Hilo","Hawaii County",0.246032722,1.947759052,0.758600894,4.314655349,13.56720794
2018,"Honokaa-Kukuihaele","Hawaii County",0,2.649325626,0.481695568,4.685452794,10.93689788
2018,"Kau","Hawaii County",0.211126359,3.166895387,3.166895387,8.316583976,32.99619973
2018,"Keaau-Mountain View","Hawaii County",0.0281,1.54698619,0.16876213,7.782043709,29.67777684
2018,"North Hilo","Hawaii County",0,1.986754967,6.622516557,1.345033113,4.829801325
2018,"North Kohala","Hawaii County",0.330851944,1.819685691,0.330851944,7.138626964,28.71414392
2018,"North Kona","Hawaii County",0.320872774,4.950608512,88.950516838,16.92069859,52.62441842
2018,"Paauhau-Paauilo","Hawaii County",0.396825397,3.174603175,0,9.454761905,38.33928571
2018,"Pahoa-Kalapana","Hawaii County",0,2.229157379,0.534997771,9.701382078,35.31306286
2018,"Papaikou-Wailea","Hawaii County",0,1.441614608,0,1.205430082,3.336136473
2018,"South Kohala","Hawaii County",0.151095442,2.014605893,11.029967263,6.760866281,26.78156636
2018,"South Kona","Hawaii County",0.0929,6.03640416,3.993313522,19.6875,55.52888187
2018,"Ewa","Honolulu County",0.0261,0.539307077,0.568302082,11.53967821,43.50300823
2018,"Honolulu","Honolulu County",0.0473,0.575272258,4.62459127,37.14799688,141.0921905
2018,"Koolauloa","Honolulu County",0.0482,0.771530524,0.241103289,3.430272929,10.22682997
2018,"Koolaupoko","Honolulu County",0.0267,1.025055932,1.845100678,10.40650153,36.77669825
2018,"Wahiawa","Honolulu County",0.0224,0.492103968,0,8.215161276,30.71164944
2018,"Waialua","Honolulu County",0,1.711054903,20.086296677,6.909165303,20.25963398
2018,"Waianae","Honolulu County",0.0598,1.117162407,3.331537894,5.445887446,22.79053205
2018,"Kalawao","Kalawao County",NA,NA,0,NA,NA
2018,"Eleele-Kalaheo","Kauai County",0.108154878,1.730478045,40.125459663,3.487886654,4.32305862
2018,"Hanalei","Kauai County",0.641848524,3.851091142,11.87419769,12.60237484,26.81370347
2018,"Kapaa","Kauai County",0.378501136,4.542013626,16.780217008,23.6317184,67.85894524
2018,"Kaumakani-Hanapepe","Kauai County",0,3.951592986,1.48184737,13.73178563,41.33045196
2018,"Kekaha-Waimea","Kauai County",0.362056481,4.34467777,2.172338885,10.11006517,34.96560463
2018,"Koloa-Poipu","Kauai County",0.60845756,2.28171585,0.60845756,16.35062367,47.42592029
2018,"Lihue","Kauai County",0.831946755,4.29839157,133.804769821,14.17595674,30.40779257
2018,"Niihau","Kauai County",NA,NA,NA,NA,NA
2018,"Puhi-Hanamaulu","Kauai County",0.180831826,0.542495479,0.27124774,1.631283906,3.499095841
2018,"Wailua-Anahola","Kauai County",0.0738,0.737789582,0.295115833,2.279548473,5.564187694
2018,"East Molokai","Maui County",0.456621005,1.598173516,28.995433795,4.369863014,35.73561644
2018,"Haiku-Pauwela","Maui County",0.100674519,1.711466828,0.100674519,5.853216551,24.16430082
2018,"Hana","Maui County",1.827040195,7.917174178,1.827040195,35.2454324,113.3562728
2018,"Kahului","Maui County",0.185689527,0.711809854,2.630601633,1.202525378,5.514019559
2018,"Kihei","Maui County",0.165501262,1.199884149,22.715048205,2.421986843,7.112292606
2018,"Kula","Maui County",0,0.890405877,0.222601469,3.463753061,14.96735178
2018,"Lahaina","Maui County",0.258253347,1.119097835,47.432531316,2.597038695,6.091163431
2018,"Lanai","Maui County",0.353857042,2.123142251,2.123142251,2.835102619,17.73849965
2018,"Makawao-Paia","Maui County",0.0979,1.957330202,0.48933255,6.780485418,25.86146995
2018,"Puunene","Maui County",NA,NA,NA,NA,NA
2018,"Spreckelsville","Maui County",3.378378378,3.378378378,108.1081081,2.648648649,12.25675676
2018,"Waihee-Waikapu","Maui County",0.269287734,1.615726404,0,6.67375791,30.29163862
2018,"Wailuku","Maui County",0.131682908,1.009568958,0,4.498112545,20.41673251
2018,"West Molokai","Maui County",0.422297297,2.533783784,0,0.8272804054,1.190033784
