"Year","Community","County","TotPopulation","PopDensity","PCTWaterCover","Pounds1000","Value1000","Dealers1000","CommPermits1000","RecFshTrps1000","nominal_revenue","Dollars1000"
2014,"Ewa","Honolulu County",333343,2019.930036,31.7279531,6198.855233,20905.46974,0.035998956,0.707979469,0.911973552,20905.46974,22919.3017068787
2014,"Honolulu","Honolulu County",398714,4482.809416,92.68550876,41787.71751,141758.2101,0.050161268,0.722322266,5.118957448,141758.2101,155413.833179383
2014,"Koolauloa","Honolulu County",20340,296.2704239,60.39592035,4107.423795,10228.66273,0.049164208,1.179941003,0.540806293,10228.66273,11213.9937577301
2014,"Koolaupoko","Honolulu County",116853,1733.112237,64.66475859,17986.94942,59299.94095,0.017115521,1.189528724,1.83991853,59299.94095,65012.3271438694
2014,"Wahiawa","Honolulu County",45469,1146.072819,1.237107649,9686.071829,33653.69812,0.021993006,0.549825156,0,33653.69812,36895.5718459019
2014,"Waialua","Honolulu County",13197,120.1015885,37.84970209,11690.0053,28808.74441,0,2.197469122,39.09979541,28808.74441,31583.9018754881
2014,"Waianae","Honolulu County",47774,782.8805561,52.08853169,14142.21124,46344.03651,0.104659438,1.569891573,8.226231841,46344.03651,50808.3754298502
2014,"Kalawao","Kalawao County",73,6.087656076,77.30146403,NA,NA,NA,NA,0,NA,NA
2014,"Eleele-Kalaheo","Kauai County",8190,228.0734171,34.50851021,6139.194139,12457.38706,0.122100122,4.151404151,66.178266181,12457.38706,13657.4119624402
2014,"Hanalei","Kauai County",7754,63.06472866,43.84919075,36886.89709,108952.4117,0.644828476,4.513799329,13.025535208,108952.4117,119447.839560689
2014,"Kapaa","Kauai County",8335,2324.084159,74.20054588,22390.64187,53808.15837,0.359928014,6.23875225,26.514697058,53808.15837,58991.5190288158
2014,"Kaumakani-Hanapepe","Kauai County",3880,32.00513257,19.12849426,29913.91753,97998.71134,0,5.670103093,1.288659794,97998.71134,107438.96501829
2014,"Kekaha-Waimea","Kauai County",4831,53.50848786,55.60865566,24045.95322,62477.95487,0.413992962,5.79590147,18.215690331,62477.95487,68496.4803710879
2014,"Koloa-Poipu","Kauai County",6228,256.1170051,58.53135975,13682.40206,50779.86513,1.284521516,4.495825305,0.802825947,50779.86513,55671.5091324746
2014,"Lihue","Kauai County",6764,1099.83076,65.20957952,14625.22176,32899.61561,0.887049083,5.026611473,87.965700765,32899.61561,36068.8482767346
2014,"Niihau","Kauai County",NA,NA,79.55297498,NA,NA,NA,NA,NA,NA,NA
2014,"Puhi-Hanamaulu","Kauai County",9786,124.1772753,28.48904981,1783.874923,4012.875536,0.204373595,0.613120785,0.919681177,4012.875536,4399.4373848371
2014,"Wailua-Anahola","Kauai County",12977,187.7664416,36.17061093,2604.145796,5363.026894,0.077059413,1.078831779,1.464128843,5363.026894,5879.64934413814
2014,"East Molokai","Maui County",4086,33.26113419,58.79558824,8639.745472,42957.41557,0.734214391,5.384238864,63.876651981,42957.41557,47095.5199878996
2014,"Haiku-Pauwela","Maui County",9496,158.6579855,46.68021673,15264.53243,55843.82898,0.105307498,2.737994945,0.210614996,55843.82898,61223.2865741843
2014,"Hana","Maui County",1898,8.867729629,43.89766679,59469.44152,154373.5511,1.05374078,10.01053741,8.429926238,154373.5511,169244.414845814
2014,"Kahului","Maui County",27339,4765.443146,14.01534586,3256.593145,8620.834705,0.402355609,1.499689089,5.742711876,8620.834705,9451.28303866689
2014,"Kihei","Maui County",25035,656.5892936,46.4383956,3243.97843,9308.568005,0.199720391,1.757539445,22.448571995,9308.568005,10205.2659528326
2014,"Kula","Maui County",12526,54.14305182,50.86527835,6291.473735,15349.27351,0,1.756346799,0.558837618,15349.27351,16827.8749500652
2014,"Lahaina","Maui County",21874,229.5421022,54.79509008,4480.433391,7771.738137,0.228581878,1.691505897,59.568437414,7771.738137,8520.3926706293
2014,"Lanai","Maui County",3526,24.99528382,59.73013892,2732.274532,11068.0658,0.283607487,2.836074872,10.77708452,11068.0658,12134.2568493649
2014,"Makawao-Paia","Maui County",20191,466.3254622,22.22655824,15197.71185,60719.87519,0.099054034,3.021148036,0.247635085,60719.87519,66569.0441971207
2014,"Puunene","Maui County",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2014,"Spreckelsville","Maui County",334,16.91574305,54.84490952,5440.11976,14401.1976,2.994011976,2.994011976,83.83233533,14401.1976,15788.4705218194
2014,"Waihee-Waikapu","Maui County",7233,131.803286,45.84785089,4672.749896,18155.12236,0.276510438,2.073828287,0,18155.12236,19904.0123024827
2014,"Wailuku","Maui County",22477,4037.437597,7.039417043,3108.866842,12078.74716,0.177959692,1.379187614,0,12078.74716,13242.2975347668
2014,"West Molokai","Maui County",2799,22.28035851,56.04190843,1805.644873,2289.746338,0.357270454,2.500893176,0.714540907,2289.746338,2510.31848628735
2015,"Hilo","Hawaii County",47409,158.9359286,8.412162609,9619.755743,29983.73727,0.168744331,2.193676306,3.838933535,29983.73727,32545.2124348852
2015,"Honokaa-Kukuihaele","Hawaii County",4171,36.15945148,37.75082254,2216.494845,2520.01918,0,3.836010549,0,2520.01918,2735.30143405919
2015,"Kau","Hawaii County",7942,8.498082398,21.89899446,57263.78746,215027.0713,0.377738605,4.40695039,2.644170234,215027.0713,233396.579342082
2015,"Keaau-Mountain View","Hawaii County",34124,147.0506963,14.50650503,13081.96577,37193.82253,0,1.934122612,0.087914664,37193.82253,40371.2467396586
2015,"North Hilo","Hawaii County",1661,5.220078777,13.39553181,992.1733895,2402.769416,0,1.204093919,0.60204696,2402.769416,2608.03516158094
2015,"North Kohala","Hawaii County",6490,46.03821137,46.52489489,6279.352851,18205.70108,0.30816641,3.235747304,1.232665639,18205.70108,19760.9925620396
2015,"North Kona","Hawaii County",41213,84.85190837,19.64255496,31901.05064,71157.6687,0.388227016,7.230728168,99.022153206,71157.6687,77236.5840641812
2015,"Paauhau-Paauilo","Hawaii County",3270,7.045108908,8.606505177,5833.333333,13565.74924,0.305810398,3.669724771,0,13565.74924,14724.6551314976
2015,"Pahoa-Kalapana","Hawaii County",10226,38.16808528,29.47277556,26378.25152,91342.65597,0,3.520438099,0.782319578,91342.65597,99145.9508913407
2015,"Papaikou-Wailea","Hawaii County",4877,50.24503448,29.71232995,1501.537831,4358.006971,0,1.230264507,0.410088169,4358.006971,4730.30634529387
2015,"South Kohala","Hawaii County",18831,54.81896144,12.78908485,6835.59025,14677.81849,0.265519622,3.611066858,9.346290691,14677.81849,15931.7271404885
2015,"South Kona","Hawaii County",11268,34.075543,26.83433635,19158.94569,40453.58537,0.177493788,7.277245296,4.969826056,40453.58537,43909.4872585045
2015,"Ewa","Honolulu County",338521,2051.989618,31.75067404,5860.549272,18977.8448,0.035448318,0.649885827,0.82417339,18977.8448,20599.0996055803
2015,"Honolulu","Honolulu County",400823,4506.525703,92.68551599,47383.43359,160298.7029,0.044907603,0.716026775,5.022166892,160298.7029,173992.831245117
2015,"Koolauloa","Honolulu County",20837,303.5096818,60.39591996,4361.424389,11854.58559,0.047991553,1.199788837,1.247780391,11854.58559,12867.3087974293
2015,"Koolaupoko","Honolulu County",115873,1718.577958,64.66477202,18962.1741,65884.83081,0.017260276,1.294520725,2.295616753,65884.83081,71513.2938779221
2015,"Wahiawa","Honolulu County",46707,1177.278423,1.237192314,12381.84855,44613.48406,0.021410067,0.620891943,0,44613.48406,48424.7611669745
2015,"Waialua","Honolulu County",13067,118.9047518,37.84396522,9382.796357,23891.40583,0.07652866,2.14280248,48.519170427,23891.40583,25932.4203351854
2015,"Waianae","Honolulu County",48350,792.3194194,52.08852581,10912.18201,36949.88625,0.082730093,1.551189245,8.459152016,36949.88625,40106.4712721548
2015,"Kalawao","Kalawao County",85,7.088409115,77.30156912,NA,NA,NA,NA,0,NA,NA
2015,"Eleele-Kalaheo","Kauai County",8480,236.1492667,34.50850924,5356.132075,11994.33962,0.117924528,2.948113208,50.707547169,11994.33962,13019.0018486998
2015,"Hanalei","Kauai County",7248,58.93376312,43.83435202,7435.98234,14074.22737,0.689845475,4.415011038,12.693156733,14074.22737,15276.5719459469
2015,"Kapaa","Kauai County",8489,2350.967619,74.05978068,23402.16751,47443.16174,0.23559901,5.418777241,34.397455534,47443.16174,51496.1748599565
2015,"Kaumakani-Hanapepe","Kauai County",3922,32.35157988,19.12849468,21673.89087,62848.80163,0,5.354411015,4.079551249,62848.80163,68217.9003206796
2015,"Kekaha-Waimea","Kauai County",4901,54.28220466,55.60734039,25323.19935,63436.64558,0.408079984,6.529279739,8.161599673,63436.64558,68855.9630831377
2015,"Koloa-Poipu","Kauai County",6073,249.7428862,58.53136195,14195.29063,52662.9343,1.317306109,4.775234645,2.469948954,52662.9343,57161.8664079196
2015,"Lihue","Kauai County",7178,1167.147427,65.20957952,17528.83812,36231.68013,0.835887434,5.43326832,84.006687105,36231.68013,39326.9096539031
2015,"Niihau","Kauai County",NA,NA,79.57756635,NA,NA,NA,NA,NA,NA,NA
2015,"Puhi-Hanamaulu","Kauai County",10430,132.3491814,28.48905602,2128.85906,4400.287632,0.095877277,0.67114094,0.67114094,4400.287632,4776.19899308962
2015,"Wailua-Anahola","Kauai County",12970,187.6834969,36.16565111,2751.349268,5838.010794,0.077101002,1.233616037,1.156515035,5838.010794,6336.74514210692
2015,"East Molokai","Maui County",4300,35.00315084,58.79558821,6916.27907,34019.53488,0.697674419,4.88372093,69.767441858,34019.53488,36925.7834550651
2015,"Haiku-Pauwela","Maui County",9854,164.6393953,46.68021546,13443.47473,54685.6099,0.101481632,2.334077532,0.304444896,54685.6099,59357.3367889492
2015,"Hana","Maui County",1841,8.601417582,43.89766801,58906.02933,181638.2401,1.086366105,10.320478,10.320478,181638.2401,197155.37983545
2015,"Kahului","Maui County",28476,4963.633872,14.01537317,1890.504284,6325.537295,0.351172918,1.158870628,5.548532098,6325.537295,6865.92045470401
2015,"Kihei","Maui County",24801,650.4521834,46.43839517,2069.2714,6209.346397,0.201604774,1.93540583,21.20882223,6209.346397,6739.80350589411
2015,"Kula","Maui County",13212,57.1082545,50.86527806,6760.142295,20267.25704,0,1.740841659,0.68119891,20267.25704,21998.6648061775
2015,"Lahaina","Maui County",21996,230.8134814,54.79335312,4006.410256,8098.017821,0.31823968,1.545735588,52.464084379,8098.017821,8789.82189287076
2015,"Lanai","Maui County",3539,25.087439,59.73013906,1660.356033,1287.651879,0.565131393,2.825656965,5.368748234,1287.651879,1397.65445404178
2015,"Makawao-Paia","Maui County",20372,470.5058233,22.22655963,21195.3171,72505.93952,0.049086982,2.797957982,0.834478696,72505.93952,78700.0360635609
2015,"Puunene","Maui County",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2015,"Spreckelsville","Maui County",457,23.14519334,54.84490952,2404.814004,8043.763676,2.188183807,2.188183807,109.4091904,8043.763676,8730.93288051722
2015,"Waihee-Waikapu","Maui County",7568,137.9078209,45.84784985,3663.054968,17915.56554,0.264270613,1.982029598,0,17915.56554,19446.0710864683
2015,"Wailuku","Maui County",21626,3884.575938,7.039416135,2650.235827,12962.17516,0.138721909,1.340978452,0,12962.17516,14069.5184326631
2015,"West Molokai","Maui County",2821,22.455469,56.04189525,1918.114144,2271.180432,0.354484225,2.481389578,1.063452676,2271.180432,2465.2046865202
2016,"Hilo","Hawaii County",47646,159.7678368,8.413965556,7862.905595,17888.3432,0.167904966,2.03584771,2.497586366,17888.3432,19224.2158270005
2016,"Honokaa-Kukuihaele","Hawaii County",4228,36.65359887,37.75079296,2186.613056,2398.770104,0,3.07473983,0,2398.770104,2577.90638758835
2016,"Kau","Hawaii County",8406,9.041432122,21.98805956,41138.35356,155219.3671,0.118962646,5.353319058,5.234356412,155219.3671,166810.899159226
2016,"Keaau-Mountain View","Hawaii County",34843,149.8346302,14.4808601,12812.01389,28260.99934,0,1.72201016,0.200901185,28260.99934,30371.4852026587
2016,"North Hilo","Hawaii County",1676,5.226106734,13.30479422,983.2935561,10088.90215,0,1.789976134,0.596658711,10088.90215,10842.32509521
2016,"North Kohala","Hawaii County",6441,45.69061895,46.52466583,6327.123118,13847.84971,0.155255395,3.570874088,0.465766185,13847.84971,14881.9847980615
2016,"North Kona","Hawaii County",41662,85.29058902,19.55319741,31557.24641,57884.88311,0.408045701,6.384715088,58.758580969,57884.88311,62207.6328470341
2016,"Paauhau-Paauilo","Hawaii County",3235,6.964160506,8.600098184,5896.445131,16826.27512,0.309119011,3.70942813,0,16826.27512,18082.8342152654
2016,"Pahoa-Kalapana","Hawaii County",10674,39.84193311,29.47387304,25271.1261,72069.13997,0,2.904253326,1.780026232,72069.13997,77451.1471386345
2016,"Papaikou-Wailea","Hawaii County",4841,49.87414083,29.71223055,1512.703987,6708.118157,0,1.652551126,1.032844454,6708.118157,7209.06960479096
2016,"South Kohala","Hawaii County",18751,54.58843949,12.78955876,6864.75388,21930.67036,0.266652445,3.146498853,10.239453895,21930.67036,23568.4174614586
2016,"South Kona","Hawaii County",11277,34.2260239,26.90453211,19143.65523,48705.32943,0.177352133,6.562028908,6.29600071,48705.32943,52342.5648993296
2016,"Ewa","Honolulu County",341205,2068.134366,31.75251672,6781.84376,25042.86866,0.029307894,0.638912091,0.905613927,25042.86866,26913.0297123921
2016,"Honolulu","Honolulu County",401470,4514.255934,92.68620412,44969.04376,171226.7168,0.037362692,0.689964381,4.391361746,171226.7168,184013.651924562
2016,"Koolauloa","Honolulu County",20351,296.4306555,60.39591622,4465.579087,16056.75397,0.098275269,0.835339787,1.031890325,16056.75397,17255.8464665597
2016,"Koolaupoko","Honolulu County",117036,1735.319341,64.6551695,17899.44974,68259.32192,0.017088759,1.187668751,2.563313852,68259.32192,73356.8180196134
2016,"Wahiawa","Honolulu County",45913,1157.265169,1.237192314,9523.424738,34196.45852,0.043560647,0.500947444,0,34196.45852,36750.1949038831
2016,"Waialua","Honolulu County",12722,115.7641228,37.8434978,9637.242572,27793.19289,0,1.965099827,37.651312689,27793.19289,29868.7437212641
2016,"Waianae","Honolulu County",48302,791.5328205,52.08849876,7799.200861,24831.41485,0.062109229,1.324996895,7.328889073,24831.41485,26685.7848728096
2016,"Kalawao","Kalawao County",91,7.588767161,77.30073608,NA,NA,NA,NA,0,NA,NA
2016,"Eleele-Kalaheo","Kauai County",9164,255.1971584,34.50850948,4956.350938,4685.399389,0.109122654,3.055434308,11.894369271,4685.399389,5035.2974606297
2016,"Hanalei","Kauai County",6354,51.66323526,43.83350953,8482.215927,21352.06169,0.472143532,4.878816494,14.793830658,21352.06169,22946.5992289319
2016,"Kapaa","Kauai County",8370,2318.011424,74.05978068,23734.8865,57563.56033,0.358422939,5.854241338,26.881720426,57563.56033,61862.3141999247
2016,"Kaumakani-Hanapepe","Kauai County",3984,32.8651847,19.12952207,21336.59639,47079.81928,0,4.518072289,1.25502008,47079.81928,50595.6642723012
2016,"Kekaha-Waimea","Kauai County",5041,55.83280834,55.60723016,24619.91668,51885.73696,0.396746677,5.951200159,2.182106725,51885.73696,55760.480135579
2016,"Koloa-Poipu","Kauai County",6251,257.0628695,58.53136233,13791.07343,42178.05151,0.959846425,3.839385698,3.51943689,42178.05151,45327.8403888509
2016,"Lihue","Kauai County",7001,1138.367256,65.20958237,17972.004,31885.73061,0.857020426,5.284959292,94.272246825,31885.73061,34266.9055593834
2016,"Niihau","Kauai County",NA,NA,79.58278915,NA,NA,NA,NA,NA,NA,NA
2016,"Puhi-Hanamaulu","Kauai County",11023,139.8739233,28.48906018,2014.333666,3573.800236,0.090719405,0.635035834,0.725755239,3573.800236,3840.68587522681
2016,"Wailua-Anahola","Kauai County",13259,191.8654962,36.16616517,2691.37944,5563.541745,0.075420469,1.055886568,0.82962516,5563.541745,5979.01807185851
2016,"East Molokai","Maui County",4453,36.24946593,58.79597977,6678.643611,39955.53559,0.224567707,2.919380193,52.997978896,39955.53559,42939.3505635313
2016,"Haiku-Pauwela","Maui County",9533,159.2761707,46.68021741,13896.15022,35035.66558,0.209797545,2.097975454,0.629392636,35035.66558,37652.0725939859
2016,"Hana","Maui County",1755,8.186094692,43.85702703,61792.59259,100241.0256,1.13960114,11.3960114,5.698005698,100241.0256,107726.863763117
2016,"Kahului","Maui County",30164,5252.18523,14.00234601,1784.710251,6621.402997,0.331521018,0.994563055,2.68532025,6621.402997,7115.87869646174
2016,"Kihei","Maui County",24369,636.9485419,46.35364478,2105.954286,7852.64065,0.205178711,1.518322459,16.332225372,7852.64065,8439.06319213944
2016,"Kula","Maui County",13290,57.5993989,50.93224996,6980.812641,19837.24605,0,1.805869074,0.376222724,19837.24605,21318.6595994264
2016,"Lahaina","Maui County",22400,235.0528242,54.79340159,3934.151786,6517.410714,0.223214286,1.294642857,33.839285716,6517.410714,7004.12043744452
2016,"Lanai","Maui County",3455,24.49198354,59.73009911,1700.723589,3940.086831,0.578871201,3.473227207,6.657018813,3940.086831,4234.32616254068
2016,"Makawao-Paia","Maui County",20271,468.1731481,22.22655932,18997.1881,66914.9524,0.098663115,2.26925164,0.345320901,66914.9524,71912.0531515221
2016,"Puunene","Maui County",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2016,"Spreckelsville","Maui County",526,27.12779222,55.29412475,2089.353612,7749.04943,1.901140684,1.901140684,74.14448669,7749.04943,8327.73594686039
2016,"Waihee-Waikapu","Maui County",7582,138.6779613,45.94077986,3656.291216,24902.92799,0.263782643,1.978369823,0,24902.92799,26762.638498797
2016,"Wailuku","Maui County",21737,3770.680261,6.814570556,2636.702397,17958.73396,0.230022542,1.380135253,0,17958.73396,19299.8632554592
2016,"West Molokai","Maui County",2921,23.25147853,56.04177068,1852.447792,2451.557686,0.342348511,2.396439575,0,2451.557686,2634.63606109738
2017,"Hilo","Hawaii County",47938,160.7469794,8.413965575,4466.91559931578,14314.9693353915,0.208602778589011,2.14860861946681,0.834411114,14314.9693353915,15097.7027056693
2017,"Honokaa-Kukuihaele","Hawaii County",4292,37.20843102,37.75079296,16067.3345759553,39510.4846225536,0,2.56290773532153,0,39510.4846225536,41670.8926587384
2017,"Kau","Hawaii County",8948,9.624403362,21.98805957,30300.0670540903,99739.9418864551,0.111756817165847,4.0232454179705,3.687974966,99739.9418864551,105193.658135157
2017,"Keaau-Mountain View","Hawaii County",36124,155.3432877,14.48086008,9106.43893256561,30448.2338611449,0,1.63326320451777,0.221459418,30448.2338611449,32113.1238200928
2017,"North Hilo","Hawaii County",1617,5.042132816,13.30479423,973.407544836116,4591.21830550402,0,1.23685837971552,1.23685838,4591.21830550402,4842.26318682719
2017,"North Kohala","Hawaii County",6310,44.76134227,46.52466583,5951.18858954041,22271.7908082409,0.316957210776545,2.53565768621236,0,22271.7908082409,23489.598089068
2017,"North Kona","Hawaii County",41369,84.69075835,19.5531974,19113.7083323261,54212.3812516619,0.193381517561459,5.58389131958713,96.328168438,54212.3812516619,57176.6795951439
2017,"Paauhau-Paauilo","Hawaii County",3003,6.464721467,8.600098164,8469.86346986347,26097.9020979021,0.333000333000333,3.33000333000333,0,26097.9020979021,27524.9186976349
2017,"Pahoa-Kalapana","Hawaii County",11228,41.90980185,29.47387304,11548.539365871,48865.5147844674,0,2.58282864267902,1.870324189,48865.5147844674,51537.4498883059
2017,"Papaikou-Wailea","Hawaii County",4646,47.86516368,29.71223047,667.240637107189,2076.62505380973,0,1.72191132156694,0.645716746,2076.62505380973,2190.17358395943
2017,"South Kohala","Hawaii County",19657,57.22601228,12.78955877,5422.39405809635,17479.5747062115,0.152617388207763,2.69624052500382,10.581472249,17479.5747062115,18435.3466747192
2017,"South Kona","Hawaii County",11193,33.97108141,26.90453208,17275.9760564639,49990.7978200661,0.0893415527561869,5.89654248190834,3.931028321,49990.7978200661,52724.262680786
2017,"Ewa","Honolulu County",344153,2086.002989,31.75251683,10394.4205048336,36035.4319154562,0.0203397907326102,0.589853931245696,0.996649746,36035.4319154562,38005.8262915633
2017,"Honolulu","Honolulu County",402452,4525.297794,92.68620403,43565.9382982318,152739.591305299,0.0323019888086033,0.62119209247314,3.709759177,152739.591305299,161091.294496284
2017,"Koolauloa","Honolulu County",20788,302.7632093,60.39163271,3979.2668847412,10151.86646142,0.0481046757744853,0.865884163940735,0.721570137,10151.86646142,10706.9640284341
2017,"Koolaupoko","Honolulu County",115160,1707.503454,64.65516937,14230.5053838138,50782.5547064953,0.0173671413685307,1.04202848211184,2.092740535,50782.5547064953,53559.3123275163
2017,"Wahiawa","Honolulu County",45685,1151.51829,1.237192314,7777.89208711831,31559.8336434278,0.0437780453102769,0.481558498413046,0,31559.8336434278,33285.5051677148
2017,"Waialua","Honolulu County",12733,115.8642175,37.8434978,7746.56404617922,19004.0053404539,0,1.80633000863897,28.194455348,19004.0053404539,20043.1322013221
2017,"Waianae","Honolulu County",49089,804.429519,52.08849876,7615.69801788588,31632.076432602,0.0611134877467457,1.34449673042841,6.029864124,31632.076432602,33361.698146409
2017,"Kalawao","Kalawao County",86,7.171801933,77.30073608,NA,NA,NA,NA,0,NA,NA
2017,"Eleele-Kalaheo","Kauai County",9527,265.3059066,34.50850948,3819.67041041251,3120.60459745985,0.104964836779679,2.62412091949197,35.478114834,3120.60459745985,3291.23726153655
2017,"Hanalei","Kauai County",5844,47.51651666,43.83350953,11073.7508555784,26661.704312115,0.684462696783025,4.79123887748118,8.726899384,26661.704312115,28119.5492564263
2017,"Kapaa","Kauai County",8105,2244.621576,74.05978068,20365.3300431832,52966.8106107341,0.370141887723627,5.4287476866132,15.792720542,52966.8106107341,55863.0019479872
2017,"Kaumakani-Hanapepe","Kauai County",4133,34.09432941,19.12952207,18639.7290104041,59767.4812484878,0,5.32300992015485,1.451729978,59767.4812484878,63035.5289078692
2017,"Kekaha-Waimea","Kauai County",5337,59.1112268,55.60722984,14378.8645306352,39768.2218474799,0.18737118231216,4.68427955780401,2.623196552,39768.2218474799,41942.7227903267
2017,"Koloa-Poipu","Kauai County",6208,255.2945599,58.53136233,13384.0206185567,47409.6327319588,0.805412371134021,2.89948453608247,1.932989691,47409.6327319588,50001.9611360561
2017,"Lihue","Kauai County",6878,1118.367374,65.20958237,12957.255015993,28412.6199476592,1.01773771445188,4.79790636813027,141.029368985,28412.6199476592,29966.2038393878
2017,"Niihau","Kauai County",NA,NA,79.58278915,NA,NA,NA,NA,NA,NA,NA
2017,"Puhi-Hanamaulu","Kauai County",11374,144.3278595,28.48906008,1382.71496395287,3032.00281343415,0.175839634253561,0.527518902760682,0.703358537,3032.00281343415,3197.79078861224
2017,"Wailua-Anahola","Kauai County",13687,198.0589069,36.16616517,1724.92145831811,4558.41309271572,0.073062029663184,0.73062029663184,0.438372178,4558.41309271572,4807.66420597926
2017,"East Molokai","Maui County",4143,33.7259235,58.79597977,4349.74656046343,40139.5124306058,0.724112961622013,1.68959691045136,24.861211678,40139.5124306058,42334.315305135
2017,"Haiku-Pauwela","Maui County",9226,154.1468531,46.68021741,6639.71385215695,27764.3615868199,0,2.05939735530024,0.216778669,27764.3615868199,29282.4991258737
2017,"Hana","Maui County",1726,8.050825891,43.85702703,31933.3719582851,114960.602549247,1.15874855156431,6.95249130938586,7.531865585,114960.602549247,121246.574790911
2017,"Kahului","Maui County",30706,5346.55916,14.00234682,1769.65413925617,7126.16426756986,0.22796847521657,0.944440825897219,1.530645476,7126.16426756986,7515.8183732561
2017,"Kihei","Maui County",24482,639.902097,46.35364478,2419.16510089045,7453.63940854505,0.163385344334613,1.34792909076056,17.278000161,7453.63940854505,7861.19964555244
2017,"Kula","Maui County",13506,58.53555166,50.93224996,4386.49489115948,16096.9198874574,0,1.18465867022064,0.518288168,16096.9198874574,16977.0891745442
2017,"Lahaina","Maui County",23568,247.3115047,54.79383217,2898.67617107943,7728.78479293958,0.212152070604209,1.18805159538357,48.285811271,7728.78479293958,8151.3898036379
2017,"Lanai","Maui County",3203,22.70559284,59.73009911,1383.07836403372,8678.11426787387,0.624414611301904,1.56103652825476,7.18076803,8678.11426787387,9152.62800726099
2017,"Makawao-Paia","Maui County",20563,474.9170956,22.22655932,19764.6744152118,74069.4451198755,0.0972620726547683,2.28565870738705,0.145893109,74069.4451198755,78119.5150190786
2017,"Puunene","Maui County",NA,NA,0,NA,NA,NA,NA,NA,NA,NA
2017,"Spreckelsville","Maui County",339,17.48350107,55.29412475,3197.6401179941,12737.4631268437,2.94985250737463,2.94985250737463,47.19764012,12737.4631268437,13433.9394662945
2017,"Waihee-Waikapu","Maui County",7647,139.8668386,45.94077986,5136.26258663528,27555.9042761867,0.261540473388257,1.56924284032954,0,27555.9042761867,29062.6435027826
2017,"Wailuku","Maui County",22234,3856.89426,6.814570981,3652.28928667806,19594.3150130431,0.134928487901412,1.03445174057749,0,19594.3150130431,20665.7196293649
2017,"West Molokai","Maui County",2751,21.89825999,56.04177068,706.652126499455,997.455470737914,0.363504180298073,1.81752090149037,0.36350418,997.455470737914,1051.99569810553
2018,"Hilo","Hawaii County",48774,163.5502746,8.413965574,4314.655349,13567.20794,0.246032722,1.947759052,0.758600894,13567.20794,13975.0540135203
2018,"Honokaa-Kukuihaele","Hawaii County",4152,35.99473593,37.75079312,4685.452794,10936.89788,0,2.649325626,0.481695568,10936.89788,11265.6737693781
2018,"Kau","Hawaii County",9473,10.18908955,21.98805961,8316.583976,32996.19973,0.211126359,3.166895387,3.166895387,32996.19973,33988.1039272739
2018,"Keaau-Mountain View","Hawaii County",35553,152.8878275,14.48086002,7782.043709,29677.77684,0.0281,1.54698619,0.16876213,29677.77684,30569.9253799602
2018,"North Hilo","Hawaii County",1510,4.708485173,13.30479419,1345.033113,4829.801325,0,1.986754967,6.622516557,4829.801325,4974.99077849669
2018,"North Kohala","Hawaii County",6045,42.88150754,46.52466569,7138.626964,28714.14392,0.330851944,1.819685691,0.330851944,28714.14392,29577.3245319624
2018,"North Kona","Hawaii County",43631,89.32153271,19.55319744,16920.69859,52624.41842,0.320872774,4.950608512,88.950516838,52624.41842,54206.3697336974
2018,"Paauhau-Paauilo","Hawaii County",2520,5.4249411,8.600098177,9454.761905,38339.28571,0.396825397,3.174603175,0,38339.28571,39491.8092953648
2018,"Pahoa-Kalapana","Hawaii County",11215,41.8612778,29.47387301,9701.382078,35313.06286,0,2.229157379,0.534997771,35313.06286,36374.6146616029
2018,"Papaikou-Wailea","Hawaii County",4162,42.87878021,29.71223063,1205.430082,3336.136473,0,1.441614608,0,3336.136473,3436.42462125116
2018,"South Kohala","Hawaii County",19855,57.8024352,12.78955872,6760.866281,26781.56636,0.151095442,2.014605893,11.029967263,26781.56636,27586.6514394766
2018,"South Kona","Hawaii County",10768,32.68119406,26.90453211,19687.5,55528.88187,0.0929,6.03640416,3.993313522,55528.88187,57198.144738072
2018,"Ewa","Honolulu County",344887,2094.142204,31.79695263,11539.67821,43503.00823,0.0261,0.539307077,0.568302082,43503.00823,44810.7593289287
2018,"Honolulu","Honolulu County",401549,4515.253795,92.68638158,37147.99688,141092.1905,0.0473,0.575272258,4.62459127,141092.1905,145333.586088119
2018,"Koolauloa","Honolulu County",20738,302.0349964,60.39163298,3430.272929,10226.82997,0.0482,0.771530524,0.241103289,10226.82997,10534.2603909289
2018,"Koolaupoko","Honolulu County",112189,1663.451886,64.65517114,10406.50153,36776.69825,0.0267,1.025055932,1.845100678,36776.69825,37882.2486362429
2018,"Wahiawa","Honolulu County",44706,1119.963863,1.291065924,8215.161276,30711.64944,0.0224,0.492103968,0,30711.64944,31634.8773945527
2018,"Waialua","Honolulu County",13442,122.3157801,37.84349819,6909.165303,20259.63398,0,1.711054903,20.086296677,20259.63398,20868.6621755023
2018,"Waianae","Honolulu County",50127,821.4394061,52.08849951,5445.887446,22790.53205,0.0598,1.117162407,3.331537894,22790.53205,23475.6419894318
2018,"Kalawao","Kalawao County",75,6.25447843,77.30073608,NA,NA,NA,NA,0,NA,NA
