"Year","GEO_ID2","Community","County","PRIMARY_LATITUDE","PRIMARY_LONGITUDE","TotPopulation","PopDensity","PCTWaterCover","BoatLaunches1000","Pounds1000","Value1000","Dealers1000","CommPermits1000","RecFshTrps1000"
2013,1500993060,"Puunene","Maui County",20.8626426,-156.4599141,NA,NA,0,0,NA,NA,NA,NA,NA
2013,1500993330,"Spreckelsville","Maui County",20.90799,-156.4262483,352,17.82736992,54.84490952,0,5133.522727,15093.75,2.840909091,2.840909091,105.1136364
2013,1500993690,"Waihee-Waikapu","Maui County",20.9497481,-156.5293984,6810,124.0951718,45.84785089,0,3755.653451,12312.62849,0.440528634,2.202643172,0
2013,1500993870,"Wailuku","Maui County",20.8912124,-156.5026548,22644,4067.43502,7.039417043,0,2335.188129,7655.714538,0.220809044,1.413177884,0
2013,1500993960,"West Molokai","Maui County",21.1629133,-157.1901883,2800,22.28831862,56.04190843,0,1416.071429,1156.428571,0.714285714,1.428571429,3.214285714
2014,1500190630,"Hilo","Hawaii County",19.6869881,-155.2335958,46618,156.2841464,8.412159115,1,10233.62221,32123.32146,0.171607534,2.53121112,3.668111029
2014,1500190720,"Honokaa-Kukuihaele","Hawaii County",20.1072972,-155.5725782,4500,39.01163563,37.75082261,0,3612.666667,4949.111111,0,2.444444444,0.222222222
2014,1500191170,"Kau","Hawaii County",19.2356053,-155.5438316,7669,8.205967442,21.89899403,2,25355.84822,75873.90794,0.130395097,5.215803886,2.73829704
2014,1500191350,"Keaau-Mountain View","Hawaii County",19.5585499,-155.0949534,34017,146.5896005,14.50650501,0,14728.78267,41956.05139,0,1.881412235,0
2014,1500192430,"North Hilo","Hawaii County",19.617504,-155.4204305,1898,5.964906378,13.39553178,1,6672.286617,19418.33509,0,1.58061117,1.05374078
2014,1500192520,"North Kohala","Hawaii County",20.176362,-155.8227292,6550,46.46383466,46.52489486,0,6717.40458,11041.0687,0.305343511,2.595419847,0.305343511
2014,1500192610,"North Kona","Hawaii County",19.6685679,-155.9187231,40480,83.34276175,19.64255743,6,36573.36957,80941.77372,0.419960474,8.102766798,105.533596852
2014,1500192700,"Paauhau-Paauilo","Hawaii County",19.8281713,-155.4950401,3220,6.937385478,8.606505118,0,6577.639752,13915.83851,0.310559006,3.416149068,0
2014,1500192790,"Pahoa-Kalapana","Hawaii County",19.427903,-155.0891095,10365,38.6869166,29.4727872,1,26119.82634,90757.16353,0,4.052098408,0.964785335
2014,1500192880,"Papaikou-Wailea","Hawaii County",19.8307533,-155.1516688,5126,52.81034444,29.71233571,0,1360.710105,2611.587983,0,2.145922747,0.390167772
2014,1500193150,"South Kohala","Hawaii County",19.936748,-155.7519126,18189,52.95003414,12.78908523,2,7564.571994,16438.89164,0.329869701,3.793501567,6.377480895
2014,1500193240,"South Kona","Hawaii County",19.3372688,-155.8376215,10750,32.50906016,26.83433649,2,24070.60465,55769.48837,0.186046512,7.627906977,2.325581395
2014,1500390270,"Ewa","Honolulu County",21.3682481,-158.0214964,333343,2019.930036,31.7279531,1,6198.855233,20905.46974,0.035998956,0.707979469,0.911973552
2014,1500390810,"Honolulu","Honolulu County",27.7845986,-175.8600409,398714,4482.809416,92.68550876,6,41787.71751,141758.2101,0.050161268,0.722322266,5.118957448
2014,1500391710,"Koolauloa","Honolulu County",21.638898,-157.9509804,20340,296.2704239,60.39592035,1,4107.423795,10228.66273,0.049164208,1.179941003,0.540806293
2014,1500391800,"Koolaupoko","Honolulu County",21.4369085,-157.7454633,116853,1733.112237,64.66475859,5,17986.94942,59299.94095,0.017115521,1.189528724,1.83991853
2014,1500393420,"Wahiawa","Honolulu County",21.5011889,-158.0264599,45469,1146.072819,1.237107649,0,9686.071829,33653.69812,0.021993006,0.549825156,0
2014,1500393510,"Waialua","Honolulu County",21.5800225,-158.1234063,13197,120.1015885,37.84970209,3,11690.0053,28808.74441,0,2.197469122,39.09979541
2014,1500393600,"Waianae","Honolulu County",21.4613654,-158.201974,47774,782.8805561,52.08853169,7,14142.21124,46344.03651,0.104659438,1.569891573,8.226231841
2014,1500590990,"Kalawao","Kalawao County",21.2187644,-156.9740097,73,6.087656076,77.30146403,0,NA,NA,NA,NA,0
2014,1500790180,"Eleele-Kalaheo","Kauai County",21.9153614,-159.5286533,8190,228.0734171,34.50851021,1,6139.194139,12457.38706,0.122100122,4.151404151,66.178266181
2014,1500790540,"Hanalei","Kauai County",22.1999113,-159.4985796,7754,63.06472866,43.84919075,2,36886.89709,108952.4117,0.644828476,4.513799329,13.025535208
2014,1500791080,"Kapaa","Kauai County",22.0904889,-159.3064559,8335,2324.084159,74.20054588,1,22390.64187,53808.15837,0.359928014,6.23875225,26.514697058
2014,1500791260,"Kaumakani-Hanapepe","Kauai County",22.0053299,-159.5992211,3880,32.00513257,19.12849426,1,29913.91753,97998.71134,0,5.670103093,1.288659794
2014,1500791440,"Kekaha-Waimea","Kauai County",22.0723781,-159.7347792,4831,53.50848786,55.60865566,1,24045.95322,62477.95487,0.413992962,5.79590147,18.215690331
2014,1500791620,"Koloa-Poipu","Kauai County",21.8805412,-159.4452894,6228,256.1170051,58.53135975,2,13682.40206,50779.86513,1.284521516,4.495825305,0.802825947
2014,1500792160,"Lihue","Kauai County",21.9654253,-159.3325817,6764,1099.83076,65.20957952,1,14625.22176,32899.61561,0.887049083,5.026611473,87.965700765
2014,1500792340,"Niihau","Kauai County",21.8660331,-160.2320721,NA,NA,79.55297498,0,NA,NA,NA,NA,NA
2014,1500792970,"Puhi-Hanamaulu","Kauai County",21.9919132,-159.3989062,9786,124.1772753,28.48904981,2,1783.874923,4012.875536,0.204373595,0.613120785,0.919681177
2014,1500793780,"Wailua-Anahola","Kauai County",22.1270048,-159.3440621,12977,187.7664416,36.17061093,1,2604.145796,5363.026894,0.077059413,1.078831779,1.464128843
2014,1500990090,"East Molokai","Maui County",21.1311732,-156.8352374,4086,33.26113419,58.79558824,1,8639.745472,42957.41557,0.734214391,5.384238864,63.876651981
2014,1500990360,"Haiku-Pauwela","Maui County",20.919112,-156.2595519,9496,158.6579855,46.68021673,1,15264.53243,55843.82898,0.105307498,2.737994945,0.210614996
2014,1500990450,"Hana","Maui County",20.7320209,-156.1014766,1898,8.867729629,43.89766679,2,59469.44152,154373.5511,1.05374078,10.01053741,8.429926238
2014,1500990900,"Kahului","Maui County",20.878197,-156.4793696,27339,4765.443146,14.01534586,1,3256.593145,8620.834705,0.402355609,1.499689089,5.742711876
2014,1500991530,"Kihei","Maui County",20.7831105,-156.4650291,25035,656.5892936,46.4383956,4,3243.97843,9308.568005,0.199720391,1.757539445,22.448571995
2014,1500991890,"Kula","Maui County",20.600356,-156.42133,12526,54.14305182,50.86527835,0,6291.473735,15349.27351,0,1.756346799,0.558837618
2014,1500991980,"Lahaina","Maui County",20.9145445,-156.6471756,21874,229.5421022,54.79509008,2,4480.433391,7771.738137,0.228581878,1.691505897,59.568437414
2014,1500992070,"Lanai","Maui County",20.8408648,-156.9281974,3526,24.99528382,59.73013892,1,2732.274532,11068.0658,0.283607487,2.836074872,10.77708452
2014,1500992250,"Makawao-Paia","Maui County",20.8766882,-156.3408796,20191,466.3254622,22.22655824,0,15197.71185,60719.87519,0.099054034,3.021148036,0.247635085
2014,1500993060,"Puunene","Maui County",20.8626426,-156.4599141,NA,NA,0,0,NA,NA,NA,NA,NA
2014,1500993330,"Spreckelsville","Maui County",20.90799,-156.4262483,334,16.91574305,54.84490952,0,5440.11976,14401.1976,2.994011976,2.994011976,83.83233533
2014,1500993690,"Waihee-Waikapu","Maui County",20.9497481,-156.5293984,7233,131.803286,45.84785089,0,4672.749896,18155.12236,0.276510438,2.073828287,0
2014,1500993870,"Wailuku","Maui County",20.8912124,-156.5026548,22477,4037.437597,7.039417043,0,3108.866842,12078.74716,0.177959692,1.379187614,0
2014,1500993960,"West Molokai","Maui County",21.1629133,-157.1901883,2799,22.28035851,56.04190843,0,1805.644873,2289.746338,0.357270454,2.500893176,0.714540907
2015,1500190630,"Hilo","Hawaii County",19.6869881,-155.2335958,47409,158.9359286,8.412162609,1,9619.755743,29983.73727,0.168744331,2.193676306,3.838933535
2015,1500190720,"Honokaa-Kukuihaele","Hawaii County",20.1072972,-155.5725782,4171,36.15945148,37.75082254,0,2216.494845,2520.01918,0,3.836010549,0
2015,1500191170,"Kau","Hawaii County",19.2356053,-155.5438316,7942,8.498082398,21.89899446,2,57263.78746,215027.0713,0.377738605,4.40695039,2.644170234
2015,1500191350,"Keaau-Mountain View","Hawaii County",19.5585499,-155.0949534,34124,147.0506963,14.50650503,0,13081.96577,37193.82253,0,1.934122612,0.087914664
2015,1500192430,"North Hilo","Hawaii County",19.617504,-155.4204305,1661,5.220078777,13.39553181,1,992.1733895,2402.769416,0,1.204093919,0.60204696
2015,1500192520,"North Kohala","Hawaii County",20.176362,-155.8227292,6490,46.03821137,46.52489489,0,6279.352851,18205.70108,0.30816641,3.235747304,1.232665639
2015,1500192610,"North Kona","Hawaii County",19.6685679,-155.9187231,41213,84.85190837,19.64255496,6,31901.05064,71157.6687,0.388227016,7.230728168,99.022153206
2015,1500192700,"Paauhau-Paauilo","Hawaii County",19.8281713,-155.4950401,3270,7.045108908,8.606505177,0,5833.333333,13565.74924,0.305810398,3.669724771,0
2015,1500192790,"Pahoa-Kalapana","Hawaii County",19.427903,-155.0891095,10226,38.16808528,29.47277556,1,26378.25152,91342.65597,0,3.520438099,0.782319578
2015,1500192880,"Papaikou-Wailea","Hawaii County",19.8307533,-155.1516688,4877,50.24503448,29.71232995,0,1501.537831,4358.006971,0,1.230264507,0.410088169
2015,1500193150,"South Kohala","Hawaii County",19.936748,-155.7519126,18831,54.81896144,12.78908485,2,6835.59025,14677.81849,0.265519622,3.611066858,9.346290691
2015,1500193240,"South Kona","Hawaii County",19.3372688,-155.8376215,11268,34.075543,26.83433635,2,19158.94569,40453.58537,0.177493788,7.277245296,4.969826056
2015,1500390270,"Ewa","Honolulu County",21.3682481,-158.0214964,338521,2051.989618,31.75067404,1,5860.549272,18977.8448,0.035448318,0.649885827,0.82417339
2015,1500390810,"Honolulu","Honolulu County",27.7845986,-175.8600409,400823,4506.525703,92.68551599,6,47383.43359,160298.7029,0.044907603,0.716026775,5.022166892
2015,1500391710,"Koolauloa","Honolulu County",21.6388981,-157.9509804,20837,303.5096818,60.39591996,1,4361.424389,11854.58559,0.047991553,1.199788837,1.247780391
2015,1500391800,"Koolaupoko","Honolulu County",21.4369085,-157.7454633,115873,1718.577958,64.66477202,5,18962.1741,65884.83081,0.017260276,1.294520725,2.295616753
2015,1500393420,"Wahiawa","Honolulu County",21.5011889,-158.0264599,46707,1177.278423,1.237192314,0,12381.84855,44613.48406,0.021410067,0.620891943,0
2015,1500393510,"Waialua","Honolulu County",21.5800225,-158.1234063,13067,118.9047518,37.84396522,3,9382.796357,23891.40583,0.07652866,2.14280248,48.519170427
2015,1500393600,"Waianae","Honolulu County",21.4613654,-158.201974,48350,792.3194194,52.08852581,7,10912.18201,36949.88625,0.082730093,1.551189245,8.459152016
2015,1500590990,"Kalawao","Kalawao County",21.2187644,-156.9740097,85,7.088409115,77.30156912,0,NA,NA,NA,NA,0
2015,1500790180,"Eleele-Kalaheo","Kauai County",21.9153614,-159.5286533,8480,236.1492667,34.50850924,1,5356.132075,11994.33962,0.117924528,2.948113208,50.707547169
2015,1500790540,"Hanalei","Kauai County",22.1999113,-159.4985796,7248,58.93376312,43.83435202,2,7435.98234,14074.22737,0.689845475,4.415011038,12.693156733
2015,1500791080,"Kapaa","Kauai County",22.0904889,-159.3064559,8489,2350.967619,74.05978068,1,23402.16751,47443.16174,0.23559901,5.418777241,34.397455534
2015,1500791260,"Kaumakani-Hanapepe","Kauai County",22.0053299,-159.5992211,3922,32.35157988,19.12849468,1,21673.89087,62848.80163,0,5.354411015,4.079551249
2015,1500791440,"Kekaha-Waimea","Kauai County",22.0723781,-159.7347792,4901,54.28220466,55.60734039,1,25323.19935,63436.64558,0.408079984,6.529279739,8.161599673
2015,1500791620,"Koloa-Poipu","Kauai County",21.8805412,-159.4452894,6073,249.7428862,58.53136195,2,14195.29063,52662.9343,1.317306109,4.775234645,2.469948954
2015,1500792160,"Lihue","Kauai County",21.9654253,-159.3325817,7178,1167.147427,65.20957952,1,17528.83812,36231.68013,0.835887434,5.43326832,84.006687105
2015,1500792340,"Niihau","Kauai County",21.8660331,-160.2320721,NA,NA,79.57756635,0,NA,NA,NA,NA,NA
2015,1500792970,"Puhi-Hanamaulu","Kauai County",21.9919132,-159.3989062,10430,132.3491814,28.48905602,2,2128.85906,4400.287632,0.095877277,0.67114094,0.67114094
2015,1500793780,"Wailua-Anahola","Kauai County",22.1270048,-159.3440621,12970,187.6834969,36.16565111,1,2751.349268,5838.010794,0.077101002,1.233616037,1.156515035
2015,1500990090,"East Molokai","Maui County",21.1311732,-156.8352374,4300,35.00315084,58.79558821,1,6916.27907,34019.53488,0.697674419,4.88372093,69.767441858
2015,1500990360,"Haiku-Pauwela","Maui County",20.919112,-156.2595519,9854,164.6393953,46.68021546,1,13443.47473,54685.6099,0.101481632,2.334077532,0.304444896
2015,1500990450,"Hana","Maui County",20.7320209,-156.1014766,1841,8.601417582,43.89766801,2,58906.02933,181638.2401,1.086366105,10.320478,10.320478
2015,1500990900,"Kahului","Maui County",20.878197,-156.4793696,28476,4963.633872,14.01537317,1,1890.504284,6325.537295,0.351172918,1.158870628,5.548532098
2015,1500991530,"Kihei","Maui County",20.7831105,-156.4650291,24801,650.4521834,46.43839517,4,2069.2714,6209.346397,0.201604774,1.93540583,21.20882223
2015,1500991890,"Kula","Maui County",20.600356,-156.42133,13212,57.1082545,50.86527806,0,6760.142295,20267.25704,0,1.740841659,0.68119891
2015,1500991980,"Lahaina","Maui County",20.9145445,-156.6471756,21996,230.8134814,54.79335312,2,4006.410256,8098.017821,0.31823968,1.545735588,52.464084379
2015,1500992070,"Lanai","Maui County",20.8408648,-156.9281974,3539,25.087439,59.73013906,1,1660.356033,1287.651879,0.565131393,2.825656965,5.368748234
2015,1500992250,"Makawao-Paia","Maui County",20.8766882,-156.3408796,20372,470.5058233,22.22655963,0,21195.3171,72505.93952,0.049086982,2.797957982,0.834478696
2015,1500993060,"Puunene","Maui County",20.8626426,-156.4599141,NA,NA,0,0,NA,NA,NA,NA,NA
2015,1500993330,"Spreckelsville","Maui County",20.90799,-156.4262483,457,23.14519334,54.84490952,0,2404.814004,8043.763676,2.188183807,2.188183807,109.4091904
2015,1500993690,"Waihee-Waikapu","Maui County",20.9497481,-156.5293984,7568,137.9078209,45.84784985,0,3663.054968,17915.56554,0.264270613,1.982029598,0
2015,1500993870,"Wailuku","Maui County",20.8912124,-156.5026548,21626,3884.575938,7.039416135,0,2650.235827,12962.17516,0.138721909,1.340978452,0
2015,1500993960,"West Molokai","Maui County",21.1629133,-157.1901883,2821,22.455469,56.04189525,0,1918.114144,2271.180432,0.354484225,2.481389578,1.063452676
2016,1500190630,"Hilo","Hawaii County",19.6868952,-155.2344328,47646,159.7678368,8.413965556,1,7862.905595,17888.3432,0.167904966,2.03584771,2.497586366
2016,1500190720,"Honokaa-Kukuihaele","Hawaii County",20.1072972,-155.5725782,4228,36.65359887,37.75079296,0,2186.613056,2398.770104,0,3.07473983,0
2016,1500191170,"Kau","Hawaii County",19.2356053,-155.5438316,8406,9.041432122,21.98805956,2,41138.35356,155219.3671,0.118962646,5.353319058,5.234356412
2016,1500191350,"Keaau-Mountain View","Hawaii County",19.5585499,-155.0949534,34843,149.8346302,14.4808601,0,12812.01389,28260.99934,0,1.72201016,0.200901185
2016,1500192430,"North Hilo","Hawaii County",19.617504,-155.4204305,1676,5.226106734,13.30479422,1,983.2935561,10088.90215,0,1.789976134,0.596658711
2016,1500192520,"North Kohala","Hawaii County",20.176362,-155.8227292,6441,45.69061895,46.52466583,0,6327.123118,13847.84971,0.155255395,3.570874088,0.465766185
2016,1500192610,"North Kona","Hawaii County",19.6685679,-155.9187231,41662,85.29058902,19.55319741,6,31557.24641,57884.88311,0.408045701,6.384715088,58.758580969
2016,1500192700,"Paauhau-Paauilo","Hawaii County",19.8281671,-155.4950421,3235,6.964160506,8.600098184,0,5896.445131,16826.27512,0.309119011,3.70942813,0
2016,1500192790,"Pahoa-Kalapana","Hawaii County",19.427903,-155.0891095,10674,39.84193311,29.47387304,1,25271.1261,72069.13997,0,2.904253326,1.780026232
2016,1500192880,"Papaikou-Wailea","Hawaii County",19.8307533,-155.1516688,4841,49.87414083,29.71223055,0,1512.703987,6708.118157,0,1.652551126,1.032844454
2016,1500193150,"South Kohala","Hawaii County",19.936748,-155.7519126,18751,54.58843949,12.78955876,2,6864.75388,21930.67036,0.266652445,3.146498853,10.239453895
2016,1500193240,"South Kona","Hawaii County",19.3372688,-155.8376215,11277,34.2260239,26.90453211,2,19143.65523,48705.32943,0.177352133,6.562028908,6.29600071
2016,1500390270,"Ewa","Honolulu County",21.3682481,-158.0214964,341205,2068.134366,31.75251672,1,6781.84376,25042.86866,0.029307894,0.638912091,0.905613927
2016,1500390810,"Honolulu","Honolulu County",27.7845986,-175.8600409,401470,4514.255934,92.68620412,6,44969.04376,171226.7168,0.037362692,0.689964381,4.391361746
2016,1500391710,"Koolauloa","Honolulu County",21.6388981,-157.9509804,20351,296.4306555,60.39591622,1,4465.579087,16056.75397,0.098275269,0.835339787,1.031890325
2016,1500391800,"Koolaupoko","Honolulu County",21.4369085,-157.7454633,117036,1735.319341,64.6551695,5,17899.44974,68259.32192,0.017088759,1.187668751,2.563313852
2016,1500393420,"Wahiawa","Honolulu County",21.5011889,-158.0264599,45913,1157.265169,1.237192314,0,9523.424738,34196.45852,0.043560647,0.500947444,0
2016,1500393510,"Waialua","Honolulu County",21.5800225,-158.1234063,12722,115.7641228,37.8434978,3,9637.242572,27793.19289,0,1.965099827,37.651312689
2016,1500393600,"Waianae","Honolulu County",21.4613654,-158.201974,48302,791.5328205,52.08849876,7,7799.200861,24831.41485,0.062109229,1.324996895,7.328889073
2016,1500590990,"Kalawao","Kalawao County",21.2187644,-156.9740097,91,7.588767161,77.30073608,0,NA,NA,NA,NA,0
2016,1500790180,"Eleele-Kalaheo","Kauai County",21.9153614,-159.5286533,9164,255.1971584,34.50850948,1,4956.350938,4685.399389,0.109122654,3.055434308,11.894369271
2016,1500790540,"Hanalei","Kauai County",22.1999113,-159.4985796,6354,51.66323526,43.83350953,2,8482.215927,21352.06169,0.472143532,4.878816494,14.793830658
2016,1500791080,"Kapaa","Kauai County",22.0904889,-159.3064559,8370,2318.011424,74.05978068,1,23734.8865,57563.56033,0.358422939,5.854241338,26.881720426
2016,1500791260,"Kaumakani-Hanapepe","Kauai County",22.0053299,-159.5992211,3984,32.8651847,19.12952207,1,21336.59639,47079.81928,0,4.518072289,1.25502008
2016,1500791440,"Kekaha-Waimea","Kauai County",22.0723026,-159.7348342,5041,55.83280834,55.60723016,1,24619.91668,51885.73696,0.396746677,5.951200159,2.182106725
2016,1500791620,"Koloa-Poipu","Kauai County",21.8805412,-159.4452894,6251,257.0628695,58.53136233,2,13791.07343,42178.05151,0.959846425,3.839385698,3.51943689
2016,1500792160,"Lihue","Kauai County",21.9654253,-159.3325817,7001,1138.367256,65.20958237,1,17972.004,31885.73061,0.857020426,5.284959292,94.272246825
2016,1500792340,"Niihau","Kauai County",21.8660331,-160.2320721,NA,NA,79.58278915,0,NA,NA,NA,NA,NA
2016,1500792970,"Puhi-Hanamaulu","Kauai County",21.9919132,-159.3989062,11023,139.8739233,28.48906018,2,2014.333666,3573.800236,0.090719405,0.635035834,0.725755239
2016,1500793780,"Wailua-Anahola","Kauai County",22.1270048,-159.3440621,13259,191.8654962,36.16616517,1,2691.37944,5563.541745,0.075420469,1.055886568,0.82962516
2016,1500990090,"East Molokai","Maui County",21.1311732,-156.8352374,4453,36.24946593,58.79597977,1,6678.643611,39955.53559,0.224567707,2.919380193,52.997978896
2016,1500990360,"Haiku-Pauwela","Maui County",20.919112,-156.2595519,9533,159.2761707,46.68021741,1,13896.15022,35035.66558,0.209797545,2.097975454,0.629392636
2016,1500990450,"Hana","Maui County",20.7341498,-156.1069788,1755,8.186094692,43.85702703,2,61792.59259,100241.0256,1.13960114,11.3960114,5.698005698
2016,1500990900,"Kahului","Maui County",20.878197,-156.4793696,30164,5252.18523,14.00234601,1,1784.710251,6621.402997,0.331521018,0.994563055,2.68532025
2016,1500991530,"Kihei","Maui County",20.7831105,-156.4650291,24369,636.9485419,46.35364478,4,2105.954286,7852.64065,0.205178711,1.518322459,16.332225372
2016,1500991890,"Kula","Maui County",20.600356,-156.42133,13290,57.5993989,50.93224996,0,6980.812641,19837.24605,0,1.805869074,0.376222724
2016,1500991980,"Lahaina","Maui County",20.9145445,-156.6471756,22400,235.0528242,54.79340159,2,3934.151786,6517.410714,0.223214286,1.294642857,33.839285716
2016,1500992070,"Lanai","Maui County",20.8408648,-156.9281974,3455,24.49198354,59.73009911,1,1700.723589,3940.086831,0.578871201,3.473227207,6.657018813
2016,1500992250,"Makawao-Paia","Maui County",20.8766882,-156.3408796,20271,468.1731481,22.22655932,0,18997.1881,66914.9524,0.098663115,2.26925164,0.345320901
2016,1500993060,"Puunene","Maui County",20.8621115,-156.4585175,NA,NA,0,0,NA,NA,NA,NA,NA
2016,1500993330,"Spreckelsville","Maui County",20.907931,-156.4264188,526,27.12779222,55.29412475,0,2089.353612,7749.04943,1.901140684,1.901140684,74.14448669
2016,1500993690,"Waihee-Waikapu","Maui County",20.9497481,-156.5293984,7582,138.6779613,45.94077986,0,3656.291216,24902.92799,0.263782643,1.978369823,0
2016,1500993870,"Wailuku","Maui County",20.8926473,-156.5017651,21737,3770.680261,6.814570556,0,2636.702397,17958.73396,0.230022542,1.380135253,0
2016,1500993960,"West Molokai","Maui County",21.1629133,-157.1901883,2921,23.25147853,56.04177068,0,1852.447792,2451.557686,0.342348511,2.396439575,0
2017,1500190630,"Hilo","Hawaii County",19.6868952,-155.2344328,47938,160.7469794,8.413965575,1,4466.91559931578,14314.9693353915,0.208602778589011,2.14860861946681,0.834411114
2017,1500190720,"Honokaa-Kukuihaele","Hawaii County",20.1072972,-155.5725782,4292,37.20843102,37.75079296,0,16067.3345759553,39510.4846225536,0,2.56290773532153,0
2017,1500191170,"Kau","Hawaii County",19.2356053,-155.5438316,8948,9.624403362,21.98805957,2,30300.0670540903,99739.9418864551,0.111756817165847,4.0232454179705,3.687974966
2017,1500191350,"Keaau-Mountain View","Hawaii County",19.5585499,-155.0949534,36124,155.3432877,14.48086008,0,9106.43893256561,30448.2338611449,0,1.63326320451777,0.221459418
2017,1500192430,"North Hilo","Hawaii County",19.5103591,-155.5478792,1617,5.042132816,13.30479423,1,973.407544836116,4591.21830550402,0,1.23685837971552,1.23685838
2017,1500192520,"North Kohala","Hawaii County",20.176362,-155.8227292,6310,44.76134227,46.52466583,0,5951.18858954041,22271.7908082409,0.316957210776545,2.53565768621236,0
2017,1500192610,"North Kona","Hawaii County",19.6685679,-155.9187231,41369,84.69075835,19.5531974,6,19113.7083323261,54212.3812516619,0.193381517561459,5.58389131958713,96.328168438
2017,1500192700,"Paauhau-Paauilo","Hawaii County",19.8281671,-155.4950421,3003,6.464721467,8.600098164,0,8469.86346986347,26097.9020979021,0.333000333000333,3.33000333000333,0
2017,1500192790,"Pahoa-Kalapana","Hawaii County",19.427903,-155.0891095,11228,41.90980185,29.47387304,1,11548.539365871,48865.5147844674,0,2.58282864267902,1.870324189
2017,1500192880,"Papaikou-Wailea","Hawaii County",19.8307533,-155.1516688,4646,47.86516368,29.71223047,0,667.240637107189,2076.62505380973,0,1.72191132156694,0.645716746
2017,1500193150,"South Kohala","Hawaii County",19.936748,-155.7519126,19657,57.22601228,12.78955877,2,5422.39405809635,17479.5747062115,0.152617388207763,2.69624052500382,10.581472249
2017,1500193240,"South Kona","Hawaii County",19.3372688,-155.8376215,11193,33.97108141,26.90453208,2,17275.9760564639,49990.7978200661,0.0893415527561869,5.89654248190834,3.931028321
2017,1500390270,"Ewa","Honolulu County",21.3682481,-158.0214964,344153,2086.002989,31.75251683,1,10394.4205048336,36035.4319154562,0.0203397907326102,0.589853931245696,0.996649746
2017,1500390810,"Honolulu","Honolulu County",21.3178503,-157.9462169,402452,4525.297794,92.68620403,6,43565.9382982318,152739.591305299,0.0323019888086033,0.62119209247314,3.709759177
2017,1500391710,"Koolauloa","Honolulu County",21.6388981,-157.9509804,20788,302.7632093,60.39163271,1,3979.2668847412,10151.86646142,0.0481046757744853,0.865884163940735,0.721570137
2017,1500391800,"Koolaupoko","Honolulu County",21.4369085,-157.7454633,115160,1707.503454,64.65516937,5,14230.5053838138,50782.5547064953,0.0173671413685307,1.04202848211184,2.092740535
2017,1500393420,"Wahiawa","Honolulu County",21.5011889,-158.0264599,45685,1151.51829,1.237192314,0,7777.89208711831,31559.8336434278,0.0437780453102769,0.481558498413046,0
2017,1500393510,"Waialua","Honolulu County",21.5800225,-158.1234063,12733,115.8642175,37.8434978,3,7746.56404617922,19004.0053404539,0,1.80633000863897,28.194455348
2017,1500393600,"Waianae","Honolulu County",21.4613654,-158.201974,49089,804.429519,52.08849876,7,7615.69801788588,31632.076432602,0.0611134877467457,1.34449673042841,6.029864124
2017,1500590990,"Kalawao","Kalawao County",21.2187644,-156.9740097,86,7.171801933,77.30073608,0,NA,NA,NA,NA,0
2017,1500790180,"Eleele-Kalaheo","Kauai County",21.9153614,-159.5286533,9527,265.3059066,34.50850948,1,3819.67041041251,3120.60459745985,0.104964836779679,2.62412091949197,35.478114834
2017,1500790540,"Hanalei","Kauai County",22.1999113,-159.4985796,5844,47.51651666,43.83350953,2,11073.7508555784,26661.704312115,0.684462696783025,4.79123887748118,8.726899384
2017,1500791080,"Kapaa","Kauai County",22.0904889,-159.3064559,8105,2244.621576,74.05978068,1,20365.3300431832,52966.8106107341,0.370141887723627,5.4287476866132,15.792720542
2017,1500791260,"Kaumakani-Hanapepe","Kauai County",22.0053299,-159.5992211,4133,34.09432941,19.12952207,1,18639.7290104041,59767.4812484878,0,5.32300992015485,1.451729978
2017,1500791440,"Kekaha-Waimea","Kauai County",22.0723026,-159.7348342,5337,59.1112268,55.60722984,1,14378.8645306352,39768.2218474799,0.18737118231216,4.68427955780401,2.623196552
2017,1500791620,"Koloa-Poipu","Kauai County",21.8805412,-159.4452894,6208,255.2945599,58.53136233,2,13384.0206185567,47409.6327319588,0.805412371134021,2.89948453608247,1.932989691
2017,1500792160,"Lihue","Kauai County",21.9654253,-159.3325817,6878,1118.367374,65.20958237,1,12957.255015993,28412.6199476592,1.01773771445188,4.79790636813027,141.029368985
2017,1500792340,"Niihau","Kauai County",21.8660331,-160.2320721,NA,NA,79.58278915,0,NA,NA,NA,NA,NA
2017,1500792970,"Puhi-Hanamaulu","Kauai County",21.9919132,-159.3989062,11374,144.3278595,28.48906008,2,1382.71496395287,3032.00281343415,0.175839634253561,0.527518902760682,0.703358537
2017,1500793780,"Wailua-Anahola","Kauai County",22.1270048,-159.3440621,13687,198.0589069,36.16616517,1,1724.92145831811,4558.41309271572,0.073062029663184,0.73062029663184,0.438372178
2017,1500990090,"East Molokai","Maui County",21.1311732,-156.8352374,4143,33.7259235,58.79597977,1,4349.74656046343,40139.5124306058,0.724112961622013,1.68959691045136,24.861211678
2017,1500990360,"Haiku-Pauwela","Maui County",20.919112,-156.2595519,9226,154.1468531,46.68021741,1,6639.71385215695,27764.3615868199,0,2.05939735530024,0.216778669
2017,1500990450,"Hana","Maui County",20.7341498,-156.1069788,1726,8.050825891,43.85702703,2,31933.3719582851,114960.602549247,1.15874855156431,6.95249130938586,7.531865585
