Year,Community,County,ZI,EI,EQI
2016,South Kohala,Hawaii County,1.0000696847924553,1.34289,1.3427964275096391
2017,South Kohala,Hawaii County,1.0000696847924553,1.16325,1.16316894481349
2018,South Kohala,Hawaii County,1.0000696847924553,0.90345,0.9033870476610768
2010,South Kona,Hawaii County,0.9244849132424332,3.44423,3.725566475628141
2011,South Kona,Hawaii County,0.9647394950175372,3.17678,3.2928889263958783
2012,South Kona,Hawaii County,0.9991870107546862,3.22351,3.226132811279524
2013,South Kona,Hawaii County,0.9991870107546862,3.2521,3.254746073554027
2014,South Kona,Hawaii County,0.9991870107546862,3.13691,3.139462349125907
2015,South Kona,Hawaii County,0.9991870107546862,2.99271,2.9951450206899763
2016,South Kona,Hawaii County,1.0018118046038418,2.70673,2.701834803264625
2017,South Kona,Hawaii County,1.0018118046038418,2.42478,2.4203947177073437
2018,South Kona,Hawaii County,1.0018118046038418,2.48721,2.482711811310256
